title,genre,console,year,month,total_sales
ACA NEOGEO REAL BOUT FATAL FURY,Fighting,NS,2018,3,
ACA NEOGEO REAL BOUT FATAL FURY 2,Fighting,XOne,2018,3,
ACA NEOGEO REAL BOUT FATAL FURY SPECIAL,Fighting,PS4,2018,1,
ACA NEOGEO REAL BOUT FATAL FURY SPECIAL,Fighting,NS,2018,4,
ACA NEOGEO SAMURAI SHODOWN II,Fighting,NS,2018,2,
ACA NEOGEO SAMURAI SHODOWN III,Fighting,PS4,2018,4,
ACA NEOGEO SAMURAI SHODOWN III,Fighting,XOne,2018,2,
ACA NEOGEO SAMURAI SHODOWN III,Fighting,NS,2018,4,
ACA NEOGEO SAMURAI SHODOWN IV,Fighting,PS4,2018,6,
ACA NEOGEO SAMURAI SHODOWN IV,Fighting,XOne,2018,4,
ACA NEOGEO SAMURAI SHODOWN V,Fighting,NS,2018,7,
ACA NEOGEO SAMURAI SHODOWN V,Fighting,XOne,2018,7,
ACA NEOGEO THE KING OF FIGHTERS '97,Fighting,NS,2018,7,
ACA NEOGEO THE KING OF FIGHTERS '98,Fighting,XOne,2018,1,
ACA NEOGEO THE KING OF FIGHTERS '98,Fighting,PS4,2018,2,
ACA NEOGEO THE KING OF FIGHTERS '99,Fighting,XOne,2018,4,
ACA NEOGEO THE KING OF FIGHTERS 2000,Fighting,XOne,2018,6,
ACA NEOGEO THE LAST BLADE 2,Fighting,XOne,2018,2,
ACA NEOGEO THE LAST BLADE 2,Fighting,NS,2018,6,
ACA NEOGEO THE LAST BLADE 2,Fighting,PS4,2018,4,
ACA NEOGEO WORLD HEROES,Fighting,XOne,2018,2,
ACA NEOGEO WORLD HEROES 2,Fighting,NS,2018,1,
ACA NEOGEO WORLD HEROES 2 JET,Fighting,PS4,2018,1,
ACA NEOGEO WORLD HEROES 2 JET,Fighting,NS,2018,3,
Arcade Archives: Crazy Climber,Platform,NS,2018,2,
Arcade Archives: Donkey Kong,Platform,NS,2018,6,
ACA NEOGEO Gururin,Puzzle,NS,2018,4,
ACA NEOGEO Gururin,Puzzle,XOne,2018,4,
ACA NEOGEO Gururin,Puzzle,PS4,2018,6,
ACA NEOGEO MAGICAL DROP III,Puzzle,NS,2018,2,
ACA NEOGEO MAGICAL DROP III,Puzzle,XOne,2018,2,
ACA NEOGEO MAGICAL DROP III,Puzzle,PS4,2018,6,
ACA NEOGEO Money Puzzle Exchanger,Puzzle,NS,2018,6,
ACA NEOGEO Money Puzzle Exchanger,Puzzle,XOne,2018,6,
ACA NEOGEO RIDING HERO,Racing,XOne,2018,6,
ACA NEOGEO RIDING HERO,Racing,NS,2018,6,
ACA NEOGEO AERO FIGHTERS 3,Shooter,XOne,2018,3,
ACA NEOGEO BLAZING STAR,Shooter,XOne,2018,2,
Arcade Archives: Heroic Episode,Shooter,NS,2018,2,
ACA NEOGEO 2020 SUPER BASEBALL,Sports,NS,2018,2,
ACA NEOGEO 2020 SUPER BASEBALL,Sports,XOne,2018,4,
ACA NEOGEO BASEBALL STARS PROFESSIONAL,Sports,XOne,2018,5,
ACA NEOGEO BASEBALL STARS PROFESSIONAL,Sports,NS,2018,5,
ACA NEOGEO LEAGUE BOWLING,Sports,NS,2018,7,
ACA NEOGEO LEAGUE BOWLING,Sports,XOne,2018,7,
ACA NEOGEO POWER SPIKES II,Sports,NS,2018,1,
ACA NEOGEO POWER SPIKES II,Sports,XOne,2018,1,
ACA NEOGEO POWER SPIKES II,Sports,PS4,2018,4,
ACA NEOGEO STAKES WINNER,Sports,NS,2018,5,
ACA NEOGEO STAKES WINNER,Sports,PS4,2018,6,
ACA NEOGEO STAKES WINNER,Sports,XOne,2018,5,
ACA NEOGEO SUPER SIDEKICKS 2,Sports,NS,2018,5,
ACA NEOGEO SUPER SIDEKICKS 2,Sports,PS4,2018,6,
ACA NEOGEO SUPER SIDEKICKS 2,Sports,XOne,2018,5,
ACA NEOGEO SUPER SIDEKICKS 3 : THE NEXT GLORY,Sports,XOne,2018,6,
ACA NEOGEO SUPER SIDEKICKS 3 : THE NEXT GLORY,Sports,NS,2018,6,
ACA NEOGEO TOP PLAYER'S GOLF,Sports,NS,2018,5,
ACA NEOGEO TOP PLAYERS GOLF,Sports,XOne,2018,5,
Picross S2,Puzzle,NS,2018,8,
Cities: Skylines,Simulation,NS,2018,9,
Broken Sword 5: The Serpent's Curse,Adventure,NS,2018,9,
Gem Smashers,Puzzle,NS,2018,3,
"Cook, Serve, Delicious! 2!!",Simulation,PS4,2018,12,
D/Generation HD,Puzzle,NS,2018,3,
Manifold Garden,Puzzle,PS4,2018,12,
"I, Zombie",Puzzle,NS,2018,3,
Crypt of the NecroDancer: Nintendo Switch Edition,Music,NS,2018,2,
World Conqueror X,Strategy,NS,2018,3,
Detention,Adventure,NS,2018,3,
Huntdown,Action,NS,2018,1,
Super Sportmatchen,Sports,NS,2018,5,
TurtlePop : Journey to Freedom,Platform,NS,2018,3,
Xuan Yuan Sword: The Gate of Firmament,Role-Playing,XOne,2018,1,
Sky Force Anniversary,Shooter,NS,2018,11,
Sky Force Reloaded,Shooter,NS,2018,2,
Closed Nightmare,Misc,PS4,2018,7,0.01
Lapis x Labyrinth,Role-Playing,PS4,2018,11,0.01
Lapis x Labyrinth,Role-Playing,NS,2018,11,0.01
Closed Nightmare,Misc,NS,2018,7,0.0
Wasteland 2: Director's Cut,Strategy,NS,2018,9,
Anodyne,Action-Adventure,XOne,2018,9,
Anodyne,Action-Adventure,PS4,2018,9,
Donut County,Adventure,PS4,2018,8,
Ashen (2018),Action-Adventure,XOne,2018,12,
Donut County,Puzzle,NS,2018,12,
Figment,Action-Adventure,NS,2018,6,
Iconoclasts,Action-Adventure,PS4,2018,1,
Gwent: The Witcher Card Game,Misc,PS4,2018,12,
Gwent: The Witcher Card Game,Misc,XOne,2018,12,
The Awesome Adventures of Captain Spirit,Adventure,PS4,2018,6,
The Awesome Adventures of Captain Spirit,Adventure,XOne,2018,6,
Danmaku Unlimited 3,Action,NS,2018,3,
TowerFall,Action,NS,2018,9,
Celeste,Platform,XOne,2018,1,
Celeste,Platform,PS4,2018,1,
Celeste,Platform,NS,2018,1,
The Adventures of Bertram Fiddle: Episode 1 - A Dreadly Business,Adventure,NS,2018,3,
Space Hulk: Deathwing,Shooter,XOne,2018,12,
Tour de France 2018,Simulation,XOne,2018,6,
Island Flight Simulator,Simulation,NS,2018,2,
The Infectious Madness of Doctor Dekker,Adventure,XOne,2018,6,
The Infectious Madness of Doctor Dekker,Adventure,PS4,2018,6,
The Infectious Madness of Doctor Dekker,Adventure,NS,2018,6,
The Bunker,Adventure,NS,2018,4,
Typoman,Puzzle,NS,2018,2,
Coffin Dodgers,Racing,NS,2018,3,
Grim Fandango Remastered,Puzzle,NS,2018,11,
Peach Ball: Senran Kagura,Misc,NS,2018,12,0.01
Gunhouse,Puzzle,NS,2018,1,
Enigmatis 2: The Mists Of Ravenwood,Puzzle,NS,2018,5,
Persian Nights: Sands Of Wonders,Puzzle,NS,2018,8,
Her Majesty's SPIFFING,Adventure,NS,2018,2,
A Hole New World,Adventure,NS,2018,3,
Bit Dungeon Plus,Role-Playing,NS,2018,3,
Sling Ming,Platform,NS,2018,4,
Disc Jam,Sports,NS,2018,2,
The Legend of Heroes: Sen no Kiseki: Kai -Thors Military Academy 1204-,Role-Playing,PS4,2018,3,0.03
Catch & Release,Simulation,PS4,2018,8,
Full Metal Panic! Fight: Who Dares Wins,Fighting,PS4,2018,5,0.02
Pac-Man: Championship Edition 2 Plus,Action,NS,2018,2,
Dragon Ball FighterZ,Fighting,NS,2018,9,
Naruto Shippuden: Ultimate Ninja Storm Trilogy,Fighting,PS4,2018,4,
Jump Force,Fighting,XOne,2018,2,
Naruto Shippuden: Ultimate Ninja Storm Trilogy,Fighting,NS,2018,4,
Naruto Shippuden: Ultimate Ninja Storm Trilogy,Fighting,XOne,2018,4,
Summer Lesson: Hikari - Allison - Chisato 3 in 1 Game Pack,Misc,PS4,2018,2,
Dark Souls: Remastered,Role-Playing,PS4,2018,5,
Dark Souls: Remastered,Role-Playing,NS,2018,10,
NO THING,Action,NS,2018,3,
Hollow,Adventure,NS,2018,2,
Frederic 2: Evil Strikes Back,Misc,NS,2018,2,
Millie,Puzzle,NS,2018,2,
Qbik,Puzzle,NS,2018,1,
Zombillie,Puzzle,NS,2018,3,
Sparkle 3 Genesis,Simulation,NS,2018,3,
AeternoBlade,Adventure,NS,2018,2,
Wanderjahr: Try Again or Walk Away,Role-Playing,NS,2018,2,
God of War (2018),Action,PS4,2018,4,
World of Warriors,Action,PS4,2018,3,
Detroit: Become Human,Adventure,PS4,2018,5,
Marvel's Spider-Man,Action-Adventure,PS4,2018,9,
Track Lab,Music,PS4,2018,8,
Chimparty,Party,PS4,2018,11,
Frantics,Party,PS4,2018,3,
Knowledge is Power: Decades,Party,PS4,2018,11,
Valkyria Chronicles 4,Role-Playing,XOne,2018,9,0.04
Shining Resonance Refrain,Role-Playing,XOne,2018,7,0.03
Atari Flashback Classics: Volume 1,Misc,NS,2018,12,0.04
Tempest 4000,Shooter,XOne,2018,7,0.01
Tempest 4000,Shooter,PS4,2018,7,0.01
Dragon's Crown Pro,Role-Playing,PS4,2018,5,0.07
Cat Quest,Adventure,NS,2018,10,0.04
Gal Gun 2,Simulation,NS,2018,4,0.02
Valthirian Arc: Hero School Story,Role-Playing,PS4,2018,9,0.02
All-Star Fruit Racing,Racing,NS,2018,8,0.01
Devil May Cry HD Collection,Action,XOne,2018,3,0.04
Pro Evolution Soccer 2019,Sports,XOne,2018,8,0.05
Blade Strangers,Fighting,NS,2018,8,0.04
Code of  Princess EX,Action,NS,2018,7,0.03
Blade Strangers,Fighting,PS4,2018,8,0.02
Runner3,Platform,NS,2018,5,0.02
Assassin's Creed Rogue Remastered,Action-Adventure,XOne,2018,3,0.04
Legendary Fishing,Sports,PS4,2018,9,0.03
South Park: The Stick of Truth,Role-Playing,XOne,2018,2,0.02
Hasbro Game Night for Nintendo Switch,Party,NS,2018,10,0.01
Legendary Fishing,Sports,NS,2018,9,0.01
Asterix and Obelix XXL2,Action-Adventure,NS,2018,11,0.06
Gear Club Unlimited 2,Racing,NS,2018,12,0.02
ATV Drift & Tricks,Racing,XOne,2018,11,0.02
Flashback,Platform,PS4,2018,11,0.01
ATV Drift & Tricks,Racing,NS,2018,11,0.01
Sushi Striker: The Way of Sushido,Puzzle,NS,2018,6,0.07
8-Bit Armies,Strategy,XOne,2018,9,0.03
Air Missions: Hind,Simulation,PS4,2018,10,0.03
The Escapists 2,Action,NS,2018,10,0.05
Immortal Unchained,Role-Playing,XOne,2018,9,0.03
Mothergunship,Shooter,XOne,2018,8,0.01
Mothergunship,Shooter,PS4,2018,8,0.01
Pure Farming 2018,Simulation,XOne,2018,3,0.03
Portal Knights,Role-Playing,NS,2018,2,0.06
Don't Starve: Giant Edition,Adventure,XOne,2018,4,0.04
Nobunaga's Ambition: Taishi,Strategy,PS4,2018,6,0.06
Warriors  Orochi 4,Action,XOne,2018,10,0.04
Mercenaries Saga Chronicles,Strategy,NS,2018,9,0.01
Musynx,Music,NS,2018,6,0.01
Red Faction: Guerrilla Re-Mars-tered,Shooter,XOne,2018,7,0.05
Battle Chasers: Nightwar,Role-Playing,NS,2018,5,0.05
de Blob 2,Platform,NS,2018,8,0.03
The Raven Remastered,Adventure,XOne,2018,3,0.03
8 to Glory: The Official Game of the PBR,Sports,XOne,2018,10,0.02
This Is the Police 2,Strategy,XOne,2018,9,0.02
This Is the Police 2,Strategy,PS4,2018,9,0.02
Rad Rodgers,Platform,XOne,2018,2,0.02
Rad Rodgers,Platform,PS4,2018,2,0.02
Titan Quest,Action,XOne,2018,3,0.02
Titan Quest,Action,PS4,2018,3,0.02
Titan Quest,Action,NS,2018,7,0.01
Jagged Alliance: Rage!,Strategy,XOne,2018,12,0.01
Jagged Alliance: Rage!,Strategy,PS4,2018,12,0.01
This Is the Police 2,Strategy,NS,2018,9,0.01
Legend of Kay Anniversary,Action-Adventure,NS,2018,5,0.01
Giana Sisters: Twisted Dreams,Platform,NS,2018,9,0.01
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,Role-Playing,NS,2018,3,0.03
Under Night In-Birth Exe:Latest,Fighting,PS4,2018,2,0.04
Death Mark,Adventure,NS,2018,10,0.03
Death Mark,Misc,PS4,2018,10,0.03
Onrush,Racing,XOne,2018,6,0.03
Dakar 18,Racing,XOne,2018,9,0.02
Yonder: The Cloud Catcher Chronicles,Action,NS,2018,6,0.03
Darkest Dungeon,Role-Playing,NS,2018,4,0.03
Candle: The Power of the Flame,Platform,NS,2018,10,0.01
Moonlighter,Role-Playing,PS4,2018,11,0.01
Override: Mech City Brawl,Action-Adventure,XOne,2018,12,0.02
Disgaea 1 Complete,Role-Playing,NS,2018,10,0.06
SNK Heroines Tag Team Frenzy,Fighting,NS,2018,9,0.05
Yomawari: The Long Night Collection,Action-Adventure,NS,2018,10,0.05
Metal Max Xeno,Role-Playing,PS4,2018,9,0.05
The Lost Child,Action,PS4,2018,6,0.03
Labyrinth of Refrain: Coven of Dusk,Action,PS4,2018,9,0.03
God Wars The Complete Legend,Strategy,NS,2018,9,0.03
SNK 40th Anniversary Collection,Misc,NS,2018,11,0.03
Penny-Punching Princess,Misc,NS,2018,4,0.03
The Lost Child,Role-Playing,NS,2018,6,0.03
The Longest 5 Minutes,Action,NS,2018,2,0.03
Touhou Genso Wanderer Reloaded,Role-Playing,NS,2018,7,0.02
Labyrinth of Refrain: Coven of Dusk,Role-Playing,NS,2018,9,0.02
Touhou Genso Wanderer Reloaded,Role-Playing,PS4,2018,7,0.02
Fallen Legion: Rise to Glory,Role-Playing,NS,2018,5,0.02
Happy Birthdays,Misc,NS,2018,6,0.01
Let's Sing 2019,Music,PS4,2018,10,0.03
Let's Sing 2019,Music,NS,2018,10,0.03
Flipping Death,Platform,PS4,2018,10,0.02
Flipping Death,Adventure,NS,2018,10,0.01
Lost Sphear,Role-Playing,NS,2018,1,0.04
World of Final Fantasy Maxima,Role-Playing,XOne,2018,11,0.03
Gal Metal!,Music,NS,2018,10,0.02
Gungrave VR,Shooter,PS4,2018,12,0.01
Dark Souls Trilogy,Action,XOne,2018,10,0.04
Shadows Awakening,Role-Playing,XOne,2018,9,0.04
Railway Empire,Simulation,XOne,2018,1,0.03
Project Highrise: Architect's Edition,Simulation,NS,2018,11,0.02
Project Highrise: Architect's Edition,Simulation,PS4,2018,11,0.02
Sudden Strike 4,Strategy,XOne,2018,6,0.02
Project Highrise: Architect's Edition,Simulation,XOne,2018,11,0.01
Salt and Sanctuary,Platform,NS,2018,12,0.03
Beast Quest,Action-Adventure,XOne,2018,3,0.03
Flashback,Platform,NS,2018,11,0.03
Agony,Action-Adventure,PS4,2018,5,0.03
Train Sim World,Simulation,XOne,2018,7,0.03
Agony,Action-Adventure,XOne,2018,5,0.02
Moto Racer 4,Racing,NS,2018,11,0.01
"Warhammer 40,000: Inquisitor - Martyr",Action,XOne,2018,8,0.02
"Warhammer 40,000: Inquisitor - Martyr",Action,PS4,2018,8,0.02
Yoku's Island Express,Action,XOne,2018,6,0.02
Yoku's Island Express,Action,NS,2018,6,0.01
Yoku's Island Express,Action,PS4,2018,6,0.01
Adventure Time: Pirates of the Enchiridion,Adventure,XOne,2018,7,0.04
Hotel Transylvania 3: Monsters Overboard,Action-Adventure,XOne,2018,7,0.04
Paw Patrol on a Roll,Platform,XOne,2018,10,0.04
Adventure Time: Pirates of the Enchiridion,Adventure,NS,2018,7,0.03
Crayola Scoot,Sports,PS4,2018,10,0.02
Crayola Scoot,Sports,XOne,2018,10,0.02
Adventure Time: Pirates of the Enchiridion,Adventure,PS4,2018,7,0.02
Crayola Scoot,Sports,NS,2018,10,0.01
Hotel Transylvania 3: Monsters Overboard,Action-Adventure,NS,2018,7,0.01
428: Shibuya Scramble,Visual Novel,PS4,2018,9,0.02
Minecraft: Story Mode - Season Two,Adventure,NS,2018,11,0.02
Armello,Strategy,PS4,2018,3,0.02
Earthfall,Action-Adventure,XOne,2018,7,0.03
Banner Saga Trilogy,Role-Playing,NS,2018,9,0.01
"Warhammer 40,000: Deathwatch",Action,PS4,2018,8,0.02
Gravel,Racing,XOne,2018,2,0.05
MXGP Pro,Racing,XOne,2018,7,0.03
Monster Energy Supercross - The Official Videogame,Racing,NS,2018,2,0.03
Past Cure,Action,PS4,2018,2,0.03
Past Cure,Action,XOne,2018,2,0.02
Monster Boy and the Cursed Kingdom,Action-Adventure,NS,2018,11,0.04
Monster Boy and the Cursed Kingdom,Platform,PS4,2018,11,0.03
Trailblazers,Racing,PS4,2018,5,0.02
Hello Kitty Kruisers,Misc,NS,2018,5,0.02
SteamWorld Dig 2,Platform,PS4,2018,6,0.02
Trailblazers,Racing,NS,2018,4,0.01
SteamWorld Dig 2,Platform,NS,2018,6,0.01
GRIP: Combat Racing,Racing,NS,2018,11,0.02
GRIP: Combat Racing,Racing,PS4,2018,11,0.01
The Town of Light,Adventure,NS,2018,1,0.03
Shaq-Fu: A Legend Reborn,Action,XOne,2018,6,0.02
Shaq-Fu: A Legend Reborn,Action,PS4,2018,6,0.02
Shaq-Fu: A Legend Reborn,Action,NS,2018,6,0.02
Just Deal With It,Party,PS4,2018,12,0.01
Wordhunters,Misc,PS4,2018,12,0.01
Max: The Curse of Brotherhood,Action-Adventure,NS,2018,4,0.01
Tennis World Tour,Sports,XOne,2018,5,0.04
Tennis World Tour,Sports,NS,2018,7,0.02
Hunting Simulator,Shooter,NS,2018,7,0.02
V-Rally 4,Racing,PS4,2018,9,0.01
V-Rally 4,Racing,XOne,2018,9,0.01
Snow Moto Racing Freedom,Racing,NS,2018,3,0.03
Aqua Moto Racing Utopia,Racing,NS,2018,3,0.03
Mega Man X Legacy Collection 1+2,Platform,XOne,2018,7,0.04
Mutant Football League: Dynasty Edition,Sports,XOne,2018,10,0.04
Bridge Constructor Portal,Puzzle,XOne,2018,8,0.02
Tour de France 2018,Simulation,PS4,2018,6,0.02
Space Hulk Tactics,Strategy,PS4,2018,10,0.02
Space Hulk Tactics,Strategy,XOne,2018,10,0.02
Rapala Fishing Pro Series,Simulation,NS,2018,10,0.02
Big Buck Hunter Arcade,Shooter,NS,2018,10,0.01
Scribblenauts: Showdown,Platform,XOne,2018,3,0.04
One Piece: Pirate Warriors 3 - Deluxe Edition,Action,NS,2018,5,0.06
Little Nightmares,Platform,NS,2018,5,0.05
Black Clover: Quartet Knights,Shooter,PS4,2018,9,0.04
Ride 3,Racing,XOne,2018,11,0.03
Divinity: Original Sin II,Role-Playing,XOne,2018,8,0.03
Megadimension Neptunia VIIR,Role-Playing,PS4,2018,5,0.04
Super Bomberman R,Puzzle,XOne,2018,6,0.03
Scribblenauts Mega Pack,Adventure,XOne,2018,9,0.04
Sega Genesis Classics,Misc,XOne,2018,5,0.1
Shining Resonance Refrain,Role-Playing,NS,2018,7,0.09
Shining Resonance Refrain,Role-Playing,PS4,2018,7,0.08
Shenmue I & II,Action-Adventure,XOne,2018,8,0.07
Persona 5: Dancing in Starlight,Music,PS4,2018,12,0.06
Persona 3: Dancing in Moonlight,Music,PS4,2018,12,0.04
Punch Line,Adventure,PS4,2018,10,0.04
All-Star Fruit Racing,Racing,PS4,2018,8,0.03
Street Fighter 30th Anniversary Collection,Fighting,XOne,2018,5,0.07
Mega Man 11,Platform,XOne,2018,10,0.06
Zone of the Enders: The 2nd Runner MARS,Simulation,PS4,2018,9,0.1
Home Sweet Home (2017),Adventure,PS4,2018,10,0.07
Harvest Moon: Light of Hope,Simulation,PS4,2018,5,0.07
Wild Guns Reloaded,Shooter,NS,2018,4,0.07
Overcooked Special Edition,Simulation,NS,2018,2,0.11
Sports Party,Sports,NS,2018,10,0.17
South Park: The Fractured But Whole,Role-Playing,NS,2018,4,0.14
Starlink: Battle for Atlas,Action-Adventure,XOne,2018,10,0.1
America's Greatest Game Shows: Wheel of Fortune and Jeopardy!,Party,NS,2018,10,0.06
South Park: The Stick of Truth,Role-Playing,PS4,2018,2,0.03
NBA 2K Playgrounds 2,Sports,NS,2018,11,0.14
NBA 2K Playgrounds 2,Sports,PS4,2018,10,0.08
Golf Club 2019,Sports,PS4,2018,11,0.06
NBA 2K Playgrounds 2,Sports,XOne,2018,10,0.06
Carnival Games,Party,PS4,2018,11,0.05
Golf Club 2019,Sports,XOne,2018,11,0.05
Carnival Games,Party,XOne,2018,11,0.05
NASCAR Heat 3,Racing,XOne,2018,9,0.1
Toki Collector's Edition,Platform,NS,2018,11,0.05
Asterix and Obelix XXL2,Action-Adventure,PS4,2018,11,0.04
Xenoblade Chronicles 2: Torna ~ The Golden Country,Role-Playing,NS,2018,9,0.16
Owlboy,Platform,PS4,2018,5,0.05
Owlboy,Platform,NS,2018,5,0.05
Omen of Sorrow,Fighting,PS4,2018,11,0.04
8-Bit Armies,Strategy,PS4,2018,9,0.03
Overcooked! 2,Simulation,XOne,2018,8,0.08
Immortal Unchained,Role-Playing,PS4,2018,9,0.04
Pure Farming 2018,Simulation,PS4,2018,3,0.04
Payday 2,Shooter,NS,2018,2,0.12
The Banner Saga Trilogy - Bonus Edition,Strategy,PS4,2018,7,0.07
Hellblade: Senua's Sacrifice,Action-Adventure,PS4,2018,12,0.05
The Banner Saga Trilogy - Bonus Edition,Strategy,XOne,2018,7,0.05
Operation Warcade,Shooter,PS4,2018,9,0.04
Don't Knock Twice,Adventure,PS4,2018,2,0.03
Destiny 2: Forsaken,Shooter,XOne,2018,9,0.13
Warriors  Orochi 4,Action,PS4,2018,10,0.22
Attack on Titan 2,Action,XOne,2018,3,0.09
Apex Construct,Action,PS4,2018,8,0.05
Darksiders III,Action,XOne,2018,11,0.12
MX vs ATV All Out,Racing,XOne,2018,3,0.08
8 to Glory: The Official Game of the PBR,Sports,PS4,2018,10,0.04
The Raven Remastered,Adventure,PS4,2018,3,0.03
Dynasty Warriors 9,Action,XOne,2018,2,0.08
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,Role-Playing,PS4,2018,3,0.06
Little Dragons Café,Simulation,NS,2018,8,0.13
Little Dragons Café,Simulation,PS4,2018,8,0.05
Code: Realize - Bouquet of Rainbows,Visual Novel,PS4,2018,3,0.03
F1 2018,Racing,XOne,2018,8,0.17
Onrush,Racing,PS4,2018,6,0.05
Dakar 18,Racing,PS4,2018,9,0.05
Dead Cells,Action,NS,2018,8,0.11
Dead Cells,Action,PS4,2018,8,0.05
Override: Mech City Brawl,Action-Adventure,PS4,2018,12,0.03
Ys VIII: Lacrimosa of Dana,Role-Playing,NS,2018,6,0.11
Disgaea 1 Complete,Role-Playing,PS4,2018,10,0.07
The Witch and the Hundred Knight 2,Role-Playing,PS4,2018,3,0.07
Dragon Quest Builders: Revive Alefgard,Role-Playing,NS,2018,2,0.22
Life Is Strange: Before the Storm,Adventure,XOne,2018,3,0.09
Shantae: Half-Genie Hero,Platform,NS,2018,5,0.12
Atari Flashback Classics: Volume 3,Misc,PS4,2018,9,0.06
Atari Flashback Classics: Volume 3,Misc,XOne,2018,9,0.05
Shadows Awakening,Role-Playing,PS4,2018,9,0.06
Railway Empire,Simulation,PS4,2018,1,0.03
Spintires: MudRunner - American Wilds,Racing,NS,2018,10,0.06
Conan Exiles,Action-Adventure,XOne,2018,5,0.06
Extinction,Action,PS4,2018,4,0.06
Extinction,Action,XOne,2018,4,0.05
Surviving Mars,Simulation,XOne,2018,3,0.05
Surviving Mars,Simulation,PS4,2018,3,0.04
Beast Quest,Action-Adventure,PS4,2018,3,0.03
The Invisible Hours,Adventure,XOne,2018,4,0.05
Fishing Sim World,Simulation,XOne,2018,9,0.05
Fishing Sim World,Simulation,PS4,2018,9,0.05
Paw Patrol on a Roll,Platform,NS,2018,10,0.13
Paw Patrol on a Roll,Platform,PS4,2018,10,0.07
Hotel Transylvania 3: Monsters Overboard,Action-Adventure,PS4,2018,7,0.04
Slime Rancher,Simulation,XOne,2018,9,0.1
The Long Dark,Simulation,XOne,2018,9,0.05
The Long Dark,Simulation,PS4,2018,9,0.05
Burnout Paradise Remastered,Racing,XOne,2018,3,0.11
ARK Park,Adventure,PS4,2018,10,0.05
ARK: Survival Evolved,Action-Adventure,NS,2018,11,0.08
BlazBlue: Cross Tag Battle,Fighting,PS4,2018,6,0.08
BlazBlue: Cross Tag Battle,Fighting,NS,2018,6,0.07
We Happy Few,Action-Adventure,XOne,2018,8,0.09
Hello Neighbor: Hide & Seek,Adventure,NS,2018,12,0.07
Hello Neighbor: Hide & Seek,Adventure,PS4,2018,12,0.07
Hello Neighbor: Hide & Seek,Adventure,XOne,2018,12,0.07
Subnautica,Adventure,XOne,2018,12,0.07
Earthfall,Action-Adventure,PS4,2018,7,0.04
Gravel,Racing,PS4,2018,2,0.08
Monster Energy Supercross - The Official Videogame,Racing,XOne,2018,2,0.08
MXGP Pro,Racing,PS4,2018,7,0.05
Darkest Dungeon,Role-Playing,PS4,2018,4,0.04
Victor Vran: Overkill Edition,Role-Playing,NS,2018,8,0.06
The Elder Scrolls Online: Summerset,MMO,XOne,2018,5,0.11
Wolfenstein II: The New Colossus,Shooter,NS,2018,6,0.11
Tennis World Tour,Sports,PS4,2018,5,0.04
Don't Starve,Adventure,PS4,2018,4,0.05
R.B.I. Baseball 18,Sports,NS,2018,3,0.13
R.B.I. Baseball 18,Sports,XOne,2018,3,0.13
R.B.I. Baseball 18,Sports,PS4,2018,3,0.07
New Gundam Breaker,Action,PS4,2018,6,0.13
Sword Art Online: Fatal Bullet,Role-Playing,XOne,2018,2,0.1
TT Isle of Man: Ride on the Edge,Racing,XOne,2018,3,0.08
My Riding Stables: Life with Horses,Simulation,NS,2018,11,0.05
My Riding Stables: Life with Horses,Simulation,PS4,2018,11,0.04
Bass Pro Shops: The Strike - Championship Edition,Simulation,NS,2018,11,0.07
Cabela's The Hunt: Championship Edition Bundle,Simulation,NS,2018,11,0.07
Party Arcade,Party,NS,2018,11,0.06
Mutant Football League: Dynasty Edition,Sports,NS,2018,10,0.09
Rick & Morty Virtual Rick-Ality,Simulation,PS4,2018,4,0.08
Mutant Football League: Dynasty Edition,Sports,PS4,2018,10,0.07
Bridge Constructor Portal,Simulation,PS4,2018,8,0.03
Vampyr,Role-Playing,XOne,2018,6,0.12
Spintires: MudRunner - American Wilds,Racing,XOne,2018,10,0.07
Call of Cthulhu,Role-Playing,XOne,2018,10,0.05
Goosebumps: The Game,Adventure,NS,2018,10,0.13
Nickelodeon Kart Racers,Racing,NS,2018,10,0.13
Nickelodeon Kart Racers,Racing,XOne,2018,10,0.09
Strange Brigade,Shooter,XOne,2018,8,0.05
Scribblenauts: Showdown,Platform,NS,2018,3,0.07
Scribblenauts: Showdown,Platform,PS4,2018,3,0.05
My Hero One's Justice,Fighting,XOne,2018,10,0.14
Namco Museum Arcade Pac,Misc,NS,2018,9,0.11
Dark Souls: Remastered,Role-Playing,XOne,2018,5,0.11
The Seven Deadly Sins: Knights of Britannia,Fighting,PS4,2018,2,0.1
Ride 3,Racing,PS4,2018,11,0.07
Metal Gear Survive,Action,XOne,2018,2,0.08
Super Bomberman R,Puzzle,PS4,2018,6,0.06
The Persistence,Action-Adventure,PS4,2018,7,0.04
Scribblenauts Mega Pack,Adventure,NS,2018,9,0.05
Scribblenauts Mega Pack,Adventure,PS4,2018,9,0.04
Valkyria Chronicles 4,Strategy,NS,2018,9,0.19
Sega Genesis Classics,Misc,NS,2018,12,0.18
Persona Dancing: Endless Night Collection,Music,PS4,2018,12,0.13
Dragon's Crown Pro,Role-Playing,PS4,2018,4,0.12
Mega Man Legacy Collection 1+2,Platform,NS,2018,5,0.25
Street Fighter 30th Anniversary Collection,Fighting,NS,2018,5,0.19
Harvest Moon: Light of Hope,Simulation,NS,2018,5,0.17
