title,genre,console,year,month,total_sales
Flip Wars,Action,NS,2017,8,
The Legend of Zelda: Breath of the Wild,Action-Adventure,NS,2017,3,
ARMS,Fighting,NS,2017,6,
Pokken Tournament DX,Fighting,NS,2017,9,
1-2-Switch,Party,NS,2017,3,
Super Mario Odyssey,Platform,NS,2017,10,
Mario Kart 8 Deluxe,Racing,NS,2017,4,
Xenoblade Chronicles 2,Role-Playing,NS,2017,12,
Splatoon 2,Shooter,NS,2017,7,
GoNNER,Action,NS,2017,6,
Uurnog Uurnlimited,Platform,NS,2017,11,
Kingdom: New Lands,Strategy,NS,2017,9,
Chess Ultra,Board Game,NS,2017,11,
IRONCAST,Puzzle,NS,2017,8,
Cross Reverie,Role-Playing,XOne,2017,4,
Cross Reverie,Role-Playing,PS4,2017,4,
World to the West,Action-Adventure,PS4,2017,8,
AereA,Role-Playing,XOne,2017,7,
Super Ping Pong Trick Shot,Action,NS,2017,10,
FruitFall Crush,Puzzle,NS,2017,12,
Undertale,Role-Playing,PS4,2017,8,0.01
Green Game: TimeSwapper,Puzzle,NS,2017,11,
Red Game Without a Great Name,Puzzle,NS,2017,12,
Hammerwatch,Action,NS,2017,12,
Game Tengoku: CruisinMix,Shooter,PS4,2017,11,0.0
War Thunder,Action,PS4,2017,4,0.0
RepKiss,Adventure,PS4,2017,4,0.0
Perception,Adventure,NS,2017,10,
INVERSUS Deluxe,Party,NS,2017,9,
Maria The Witch,Action,NS,2017,11,
Rogue Trooper Redux,Shooter,NS,2017,10,
Sparkle 2,Action,NS,2017,9,
Xenoraid,Action,NS,2017,11,
Crimsonland,Shooter,NS,2017,11,
Blackhole: Complete Edition,Platform,XOne,2017,8,
Blackhole: Complete Edition,Platform,PS4,2017,8,
Battle Chef Brigade,Action,NS,2017,11,
Nine Parchments,Action,NS,2017,12,
Aces Of The Luftwaffe - Squadron,Shooter,NS,2017,11,
Let's Sing 2018,Music,PS4,2017,11,
Nobunaga's Ambition: Taishi,Strategy,NS,2017,11,0.01
Romance of the Three Kingdoms XIII,Strategy,NS,2017,3,
MUJO,Puzzle,NS,2017,11,
Astro Bears Party,Party,NS,2017,9,
Tactical Mind,Strategy,NS,2017,12,
World to the West,Action-Adventure,XOne,2017,5,
Teslagrad,Platform,NS,2017,12,
Star Ghost,Action,NS,2017,11,
Vaccine,Action,NS,2017,7,
Death Squared,Party,NS,2017,7,
Touch Battle Tank SP,Action,NS,2017,12,
ACORN Tactics,Strategy,NS,2017,12,
de Blob,Platform,PS4,2017,11,
de Blob,Platform,XOne,2017,11,
Dynasty Warriors: Godseekers,Strategy,PS4,2017,1,0.03
Nobunaga's Ambition: Sphere of Influence with Power-Up Kit,Strategy,NS,2017,3,0.03
Romance of the Three Kingdoms 13 with Power-Up Kit,Misc,PS4,2017,2,0.03
Winning Post 8 2017,Misc,PS4,2017,3,0.03
Warriors Orochi 3,Action,NS,2017,11,0.01
Champion Jockey Special,Simulation,NS,2017,9,0.01
Dynasty Warriors 8: Empires,Action,NS,2017,11,0.0
Winning Post 8 2017,Misc,NS,2017,9,0.0
Samurai Warriors: Sanada Maru,Action,NS,2017,11,0.0
RIVE: Ultimate Edition,Platform,NS,2017,11,
Graceful Explosion Machine,Action,NS,2017,4,
Tricky Towers,Puzzle,XOne,2017,9,
Risk of Rain,Action-Adventure,PS4,2017,4,
Stardew Valley,Simulation,NS,2017,10,
Omega Labyrinth Z,Role-Playing,PS4,2017,7,0.02
Dead Island 2,Action,PS4,2017,12,
Kid Tripp,Platform,NS,2017,11,
Nex Machina,Shooter,PS4,2017,6,
The Count Lucanor,Adventure,NS,2017,10,
Tennis in the Face,Sports,NS,2017,12,
Disgaea 5 Complete,Role-Playing,NS,2017,5,
Dragon Quest Heroes I & II for Nintendo Switch,Role-Playing,NS,2017,3,0.09
Fortune Street: Dragon Quest & Final Fantasy 30th Anniversary,Misc,PS4,2017,10,0.07
Seiken Densetsu Collection,Role-Playing,NS,2017,6,0.07
Dragon Quest X: All in One Package,Role-Playing,PS4,2017,8,0.06
I am Setsuna,Role-Playing,NS,2017,3,0.05
Dragon Quest X: All in One Package,MMO,NS,2017,9,0.04
Minna de Wai Wai! Spelunker,Action,NS,2017,4,0.04
Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online,MMO,NS,2017,11,0.03
Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online,Role-Playing,PS4,2017,11,0.02
A King's Tale: Final Fantasy XV,Action,PS4,2017,3,
Spelunker Party!,Action,NS,2017,10,
The Turing Test,Puzzle,PS4,2017,1,
NieR: Automata,Role-Playing,PS4,2017,3,
Kingdom Hearts HD I.5 + II.5 ReMIX,Role-Playing,PS4,2017,3,
Kingdom Hearts HD II.8 Final Chapter Prologue,Role-Playing,PS4,2017,1,
Final Fantasy XII: The Zodiac Age,Role-Playing,PS4,2017,7,
Star Ocean: Till The End of Time,Role-Playing,PS4,2017,5,
Final Fantasy IX,Role-Playing,PS4,2017,9,
Romancing SaGa 2,Role-Playing,NS,2017,12,
Monster of the Deep: Final Fantasy XV,Sports,PS4,2017,11,
Cuphead,Action,XOne,2017,9,
DragonFangZ - The Rose & Dungeon of Time,Role-Playing,NS,2017,12,
Conga Master Party!,Party,NS,2017,9,
Beach Buggy Racing,Racing,NS,2017,9,
Riptide GP: Renegade,Racing,NS,2017,12,
Semispheres,Puzzle,NS,2017,3,
Senran Kagura: Peach Beach Splash,Action,PS4,2017,9,
Pinball FX 3,Simulation,XOne,2017,9,
Pinball FX 3,Simulation,PS4,2017,9,
Pinball FX 3,Simulation,NS,2017,12,
Infinite Minigolf,Sports,PS4,2017,7,
Infinite Minigolf,Sports,XOne,2017,7,
Infinite Minigolf,Sports,NS,2017,7,
Stick It To The Man,Platform,NS,2017,11,
ZOMBIE GOLD RUSH,Action,NS,2017,10,
Woodle Tree Adventures,Adventure,NS,2017,12,
"Guns, Gore & Cannoli",Platform,NS,2017,12,
X-Morph: Defense,Strategy,XOne,2017,8,
X-Morph: Defense,Strategy,PS4,2017,8,
Unepic,Platform,NS,2017,12,
Freedom Planet,Platform,PS4,2017,3,
Earth Atlantis,Action,NS,2017,10,
Mighty Gunvolt Burst,Action,NS,2017,6,
Blaster Master Zero,Action,NS,2017,3,
Azure Striker Gunvolt 2,Platform,NS,2017,8,
Moon Hunters,Party,NS,2017,10,
forma.8,Action,NS,2017,8,
Wheels of Aurelia,Adventure,NS,2017,11,
Astro Duel Deluxe,Shooter,NS,2017,5,
36 Fragments of Midnight,Platform,NS,2017,9,
Ultra Hyperball,Action,NS,2017,7,
Hiragana Pixel Party,Music,NS,2017,12,
Snake Pass,Puzzle,NS,2017,3,
Snake Pass,Puzzle,PS4,2017,3,
Snake Pass,Puzzle,XOne,2017,3,
Oh...Sir! The Insult Simulator,Simulation,XOne,2017,8,
Oh...Sir! The Insult Simulator,Simulation,PS4,2017,5,
Blackwood Crossing,Adventure,PS4,2017,4,
Octodad: Dadliest Catch,Action,NS,2017,11,
Lovers in a Dangerous Spacetime,Party,NS,2017,10,
Heart&Slash,Action,NS,2017,12,
Ginger: Beyond the Crystal,Platform,NS,2017,11,
I Am Bread,Simulation,XOne,2017,1,
Genkai Tokki: Castle Panzers,Role-Playing,PS4,2017,9,0.02
Date A Live: Rio Reincarnation HD,Adventure,PS4,2017,10,0.01
Human: Fall Flat,Platform,NS,2017,12,
Human: Fall Flat,Puzzle,XOne,2017,5,
Serial Cleaner,Puzzle,NS,2017,11,
Tower Of Babel,Action,NS,2017,9,
Rock 'N Racing: Off Road DX,Racing,NS,2017,11,
Implosion,Action,NS,2017,7,
OPUS: The Day We Found Earth,Adventure,NS,2017,11,
Kamiko,Action-Adventure,NS,2017,4,
Dark Witch Music Episode: Rudymical,Music,NS,2017,5,
Deep Ones,Platform,NS,2017,9,
A Hat in Time,Platform,XOne,2017,12,
A Hat in Time,Platform,PS4,2017,12,
Never Stop Sneakin',Action,NS,2017,12,
Brave Dungeon + Dark Witch's Story: COMBAT,Role-Playing,NS,2017,9,
The Jackbox Party Pack,Party,NS,2017,8,
The Jackbox Party Pack 2,Party,NS,2017,8,
The Jackbox Party Pack 3,Party,NS,2017,4,
The Jackbox Party Pack 4,Party,NS,2017,10,
SUPERHOT,Shooter,PS4,2017,7,
SUPERHOT VR,Shooter,PS4,2017,7,
Piczle Lines DX,Puzzle,NS,2017,8,
Golf Story,Adventure,NS,2017,9,
Radial G Racing Revolved,Racing,PS4,2017,10,
The Sexy Brutale,Adventure,XOne,2017,4,
The Sexy Brutale,Adventure,NS,2017,12,
Dead Synchronicity: Tomorrow Comes Today,Adventure,NS,2017,11,
Wulverblade,Action,NS,2017,10,
Super Comboman,Action,XOne,2017,8,
Super Comboman,Action,PS4,2017,8,
Paladins,Shooter,XOne,2017,5,
Paladins,Shooter,PS4,2017,5,
Caveman Warriors,Platform,NS,2017,12,
Darius Burst: Chronicle Saviours,Action,PS4,2017,3,0.01
God Wars: Beyond Time,Role-Playing,PS4,2017,1,
Quest of Dungeons,Role-Playing,NS,2017,9,
Dimension Drive,Shooter,NS,2017,12,
Party Golf,Sports,NS,2017,10,
Sumikko Gurashi: Sumikko Park e Youkoso,Misc,NS,2017,12,0.1
NeuroVoider,Action,NS,2017,9,
Pankapu,Action,NS,2017,9,
Yono and the Celestial Elephants,Adventure,NS,2017,10,
Splasher,Platform,NS,2017,10,
Transcripted,Puzzle,NS,2017,11,
The Next Penelope,Racing,NS,2017,12,
I and Me,Action,NS,2017,7,
League of Evil,Action,NS,2017,8,
Squareboy vs Bullies: Arena Edition,Fighting,NS,2017,10,
One More Dungeon,Role-Playing,NS,2017,12,
Plantera Deluxe,Simulation,NS,2017,12,
ARK: Survival Evolved,Action,PS4,2017,8,
ARK: Survival Evolved,Action-Adventure,XOne,2017,8,
Thimbleweed Park,Adventure,NS,2017,9,
Mr. Shifty,Action,NS,2017,4,
Phantom Trigger,Action,NS,2017,8,
Binaries,Platform,NS,2017,9,
DJ Max Respect,Misc,PS4,2017,9,0.01
Othello,Board Game,NS,2017,3,
Double Dragon 4,Fighting,NS,2017,9,
Boost Beast,Puzzle,NS,2017,7,
Shephy,Puzzle,NS,2017,7,
New Frontier Days: Founding Pioneers,Simulation,NS,2017,3,
Butcher,Action,NS,2017,9,
Lichtspeer: Double Speer Edition,Action,NS,2017,9,
Enter the Gungeon,Action,NS,2017,12,
Severed,Misc,NS,2017,8,
Ostwind/Windstorm,Adventure,NS,2017,12,
Ostwind/Windstorm,Adventure,PS4,2017,12,
Energy Cycle,Puzzle,NS,2017,12,
SOMA,Adventure,XOne,2017,12,
Putty Pals,Platform,NS,2017,10,
Pyre,Role-Playing,PS4,2017,7,
Shovel Knight: Specter of Torment,Action,NS,2017,3,
Mecho Tales,Platform,NS,2017,12,
Plague Road,Strategy,NS,2017,12,
Blossom Tales: The Sleeping King,Adventure,NS,2017,12,
Oceanhorn: Monster of Uncharted Seas,Action-Adventure,NS,2017,6,
Phantom Dust,Action,XOne,2017,5,
Scalebound,Action,XOne,2017,12,
ReCore: Definitive Edition,Action-Adventure,XOne,2017,8,
Voodoo Vince: Remastered,Platform,XOne,2017,4,
Zoo Tycoon: Ultimate Animal Collection,Simulation,XOne,2017,10,
Halo Wars: Definitive Edition,Strategy,XOne,2017,4,
Pan-Pan,Adventure,NS,2017,9,
Tooth and Tail,Strategy,PS4,2017,9,
Crawl,Action,NS,2017,12,
Ninja Shodown,Action,NS,2017,10,
Asonde Shogi ga Tsuyoku Naru Ginsei Shogi DX,Puzzle,NS,2017,12,
Axiom Verge,Action,XOne,2017,1,
Industry Giant II,Strategy,PS4,2017,3,
Industry Giant II,Strategy,XOne,2017,3,
Tiny Troopers Joint Ops XL,Action,NS,2017,12,
Vostok Inc.,Action,NS,2017,12,
Victor Vran: Overkill Edition,Role-Playing,PS4,2017,5,
Victor Vran: Overkill Edition,Role-Playing,XOne,2017,5,
Schlag den Star,Party,PS4,2017,11,
Schlag den Star,Party,NS,2017,9,
Outcast: Second Contact,Adventure,XOne,2017,11,
Rocket Fist,Action,NS,2017,8,
Poly Bridge,Simulation,NS,2017,12,
Super Robot Wars V,Role-Playing,PS4,2017,2,0.15
Taiko no Tatsujin: Drum Session!,Music,PS4,2017,10,0.09
City Shrouded in Shadow,Action-Adventure,PS4,2017,10,0.07
THE iDOLM@STER: Stella Stage,Misc,PS4,2017,12,0.03
Kamen Rider: Climax Fighters,Fighting,PS4,2017,12,0.03
One Piece: Unlimited World Red Deluxe Edition,Action,PS4,2017,8,0.01
Summer Lesson: Miyamoto Hikari Collection,Adventure,PS4,2017,5,0.01
Dragon Ball: Xenoverse 2,Action,NS,2017,9,
Tekken 7,Fighting,PS4,2017,6,
Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,Fighting,PS4,2017,2,
Tekken 7,Fighting,XOne,2017,6,
Namco Museum,Misc,NS,2017,7,
Tales of Berseria,Role-Playing,PS4,2017,1,
Black The Fall,Action-Adventure,NS,2017,12,
Yooka-Laylee,Platform,NS,2017,12,
Worms: WMD,Strategy,NS,2017,11,
The Flame In The Flood,Adventure,NS,2017,10,
Karaoke JOYSOUND for Switch,Music,NS,2017,12,
Path of Exile,Role-Playing,XOne,2017,8,
ACA NEOGEO BLUE'S JOURNEY,Action,NS,2017,9,
ACA NEOGEO BLUE'S JOURNEY,Action,XOne,2017,9,
ACA NEOGEO BLUE'S JOURNEY,Action,PS4,2017,9,
ACA NEOGEO BURNING FIGHT,Action,NS,2017,9,
ACA NEOGEO BURNING FIGHT,Action,XOne,2017,9,
ACA NEOGEO BURNING FIGHT,Action,PS4,2017,10,
ACA NEOGEO KING OF THE MONSTERS,Action,XOne,2017,6,
ACA NEOGEO KING OF THE MONSTERS,Action,PS4,2017,7,
ACA NEOGEO MAGICIAN LORD,Action,NS,2017,8,
ACA NEOGEO MAGICIAN LORD,Action,XOne,2017,8,
ACA NEOGEO MAGICIAN LORD,Action,PS4,2017,8,
ACA NEOGEO METAL SLUG,Action,NS,2017,3,
ACA NEOGEO METAL SLUG,Action,XOne,2017,3,
ACA NEOGEO METAL SLUG 2,Action,NS,2017,7,
ACA NEOGEO METAL SLUG 2,Action,XOne,2017,6,
ACA NEOGEO METAL SLUG 2,Action,PS4,2017,6,
ACA NEOGEO METAL SLUG 3,Action,NS,2017,3,
ACA NEOGEO METAL SLUG 3,Action,XOne,2017,12,
ACA NEOGEO METAL SLUG X,Action,NS,2017,10,
ACA NEOGEO METAL SLUG X,Action,XOne,2017,10,
ACA NEOGEO METAL SLUG X,Action,PS4,2017,10,
ACA NEOGEO MUTATION NATION,Action,NS,2017,10,
ACA NEOGEO MUTATION NATION,Action,XOne,2017,10,
ACA NEOGEO MUTATION NATION,Action,PS4,2017,10,
ACA NEOGEO NAM-1975,Action,NS,2017,3,
ACA NEOGEO NAM-1975,Action,XOne,2017,3,
ACA NEOGEO NAM-1975,Action,PS4,2017,3,
ACA NEOGEO ROBO ARMY,Action,NS,2017,10,
ACA NEOGEO ROBO ARMY,Action,XOne,2017,10,
ACA NEOGEO ROBO ARMY,Action,PS4,2017,10,
ACA NEOGEO SENGOKU,Action,NS,2017,6,
ACA NEOGEO SENGOKU,Action,XOne,2017,3,
ACA NEOGEO SENGOKU,Action,PS4,2017,3,
ACA NEOGEO SENGOKU 2,Action,XOne,2017,4,
ACA NEOGEO SENGOKU 2,Action,PS4,2017,6,
ACA NEOGEO SHOCK TROOPERS,Action,NS,2017,3,
ACA NEOGEO SHOCK TROOPERS 2nd Squad,Action,NS,2017,6,
ACA NEOGEO SPIN MASTER,Action,NS,2017,9,
ACA NEOGEO SPIN MASTER,Action,XOne,2017,9,
ACA NEOGEO SPIN MASTER,Action,PS4,2017,9,
ACA NEOGEO TOP HUNTER RODDY & CATHY,Action,XOne,2017,12,
ACA NEOGEO TOP HUNTER RODDY ? CATHY,Action,NS,2017,12,
Arcade Archives: Mario Bros.,Action,NS,2017,9,
ACA NEOGEO ART OF FIGHTING,Fighting,XOne,2017,3,
ACA NEOGEO ART OF FIGHTING,Fighting,NS,2017,9,
ACA NEOGEO ART OF FIGHTING,Fighting,PS4,2017,4,
ACA NEOGEO ART OF FIGHTING 2,Fighting,PS4,2017,8,
ACA NEOGEO ART OF FIGHTING 2,Fighting,XOne,2017,6,
ACA NEOGEO ART OF FIGHTING 3,Fighting,NS,2017,11,
ACA NEOGEO FATAL FURY,Fighting,PS4,2017,1,
ACA NEOGEO FATAL FURY,Fighting,XOne,2017,3,
ACA NEOGEO FATAL FURY,Fighting,NS,2017,4,
ACA NEOGEO FATAL FURY 2,Fighting,PS4,2017,6,
ACA NEOGEO FATAL FURY 2,Fighting,NS,2017,6,
ACA NEOGEO FATAL FURY 2,Fighting,XOne,2017,4,
ACA NEOGEO FATAL FURY 3,Fighting,PS4,2017,8,
ACA NEOGEO FATAL FURY 3,Fighting,XOne,2017,8,
ACA NEOGEO FATAL FURY SPECIAL,Fighting,XOne,2017,7,
ACA NEOGEO FATAL FURY SPECIAL,Fighting,PS4,2017,7,
ACA NEOGEO FATAL FURY SPECIAL,Fighting,NS,2017,7,
ACA NEOGEO GALAXY  FIGHT: UNIVERSAL WARRIORS,Fighting,PS4,2017,4,
ACA NEOGEO GALAXY FIGHT: UNIVERSAL WARRIORS,Fighting,NS,2017,5,
ACA NEOGEO GALAXY FIGHT: UNIVERSAL WARRIORS,Fighting,XOne,2017,4,
ACA NEOGEO GAROU: MARK OF THE WOLVES,Fighting,NS,2017,5,
ACA NEOGEO KARNOV'S REVENGE,Fighting,PS4,2017,12,
ACA NEOGEO KARNOV'S REVENGE,Fighting,XOne,2017,11,
ACA NEOGEO KARNOV'S REVENGE,Fighting,NS,2017,11,
ACA NEOGEO REAL BOUT FATAL FURY,Fighting,XOne,2017,10,
ACA NEOGEO REAL BOUT FATAL FURY,Fighting,PS4,2017,10,
ACA NEOGEO REAL BOUT FATAL FURY SPECIAL,Fighting,XOne,2017,12,
ACA NEOGEO SAMURAI SHODOWN,Fighting,NS,2017,7,
ACA NEOGEO SAMURAI SHODOWN,Fighting,XOne,2017,5,
ACA NEOGEO SAMURAI SHODOWN II,Fighting,PS4,2017,10,
ACA NEOGEO SAMURAI SHODOWN II,Fighting,XOne,2017,9,
ACA NEOGEO SAMURAI SHODOWN IV,Fighting,NS,2017,4,
ACA NEOGEO THE KING OF FIGHTERS '94,Fighting,XOne,2017,3,
ACA NEOGEO THE KING OF FIGHTERS '94,Fighting,NS,2017,3,
ACA NEOGEO THE KING OF FIGHTERS '95,Fighting,PS4,2017,5,
ACA NEOGEO THE KING OF FIGHTERS '95,Fighting,NS,2017,10,
ACA NEOGEO THE KING OF FIGHTERS '95,Fighting,XOne,2017,3,
ACA NEOGEO THE KING OF FIGHTERS '96,Fighting,XOne,2017,8,
ACA NEOGEO THE KING OF FIGHTERS '96,Fighting,PS4,2017,8,
ACA NEOGEO THE KING OF FIGHTERS '96,Fighting,NS,2017,12,
ACA NEOGEO THE KING OF FIGHTERS '97,Fighting,PS4,2017,11,
ACA NEOGEO THE KING OF FIGHTERS '97,Fighting,XOne,2017,11,
ACA NEOGEO THE KING OF FIGHTERS '98,Fighting,NS,2017,3,
ACA NEOGEO THE KING OF FIGHTERS '99,Fighting,NS,2017,5,
ACA NEOGEO THE KING OF FIGHTERS 2000,Fighting,NS,2017,8,
ACA NEOGEO THE LAST BLADE,Fighting,NS,2017,12,
ACA NEOGEO THE LAST BLADE,Fighting,XOne,2017,5,
ACA NEOGEO THE LAST BLADE,Fighting,PS4,2017,6,
ACA NEOGEO WAKU WAKU 7,Fighting,XOne,2017,3,
ACA NEOGEO WAKU WAKU 7,Fighting,NS,2017,3,
ACA NEOGEO WORLD HEROES,Fighting,NS,2017,11,
ACA NEOGEO WORLD HEROES,Fighting,PS4,2017,1,
ACA NEOGEO WORLD HEROES 2,Fighting,XOne,2017,5,
ACA NEOGEO WORLD HEROES 2,Fighting,PS4,2017,5,
ACA NEOGEO WORLD HEROES 2 JET,Fighting,XOne,2017,11,
ACA NEOGEO WORLD HEROES PERFECT,Fighting,NS,2017,3,
Arcade Archives: Vs. Super Mario Bros.,Platform,NS,2017,12,
