title,genre,console,year,month,total_sales
ACA NEOGEO MAGICAL DROP II,Puzzle,NS,2017,6,
ACA NEOGEO MAGICAL DROP II,Puzzle,PS4,2017,6,
ACA NEOGEO MAGICAL DROP II,Puzzle,XOne,2017,6,
ACA NEOGEO PUZZLED,Puzzle,NS,2017,8,
ACA NEOGEO PUZZLED,Puzzle,PS4,2017,8,
ACA NEOGEO PUZZLED,Puzzle,XOne,2017,8,
ACA NEOGEO OVER TOP,Racing,PS4,2017,5,
ACA NEOGEO OVER TOP,Racing,NS,2017,4,
ACA NEOGEO OVER TOP,Racing,XOne,2017,4,
Arcade Archives: Traverse USA,Racing,NS,2017,11,
ACA NEOGEO AERO FIGHTERS 2,Shooter,XOne,2017,8,
ACA NEOGEO AERO FIGHTERS 2,Shooter,NS,2017,8,
ACA NEOGEO AERO FIGHTERS 2,Shooter,PS4,2017,8,
ACA NEOGEO ALPHA MISSION II,Shooter,NS,2017,4,
ACA NEOGEO ALPHA MISSION II,Shooter,XOne,2017,4,
ACA NEOGEO ALPHA MISSION II,Shooter,PS4,2017,1,
ACA NEOGEO BLAZING STAR,Shooter,NS,2017,5,
ACA NEOGEO LAST RESORT,Shooter,PS4,2017,5,
ACA NEOGEO LAST RESORT,Shooter,NS,2017,6,
ACA NEOGEO LAST RESORT,Shooter,XOne,2017,5,
ACA NEOGEO PULSTAR,Shooter,NS,2017,12,
ACA NEOGEO PULSTAR,Shooter,PS4,2017,7,
ACA NEOGEO PULSTAR,Shooter,XOne,2017,7,
ACA NEOGEO ZED BLADE,Shooter,XOne,2017,7,
ACA NEOGEO ZED BLADE,Shooter,PS4,2017,8,
ACA NEOGEO ZED BLADE,Shooter,NS,2017,8,
ACA NEOGEO 2020 SUPER BASEBALL,Sports,PS4,2017,6,
ACA NEOGEO NEO TURF MASTERS,Sports,XOne,2017,2,
ACA NEOGEO NEO TURF MASTERS,Sports,NS,2017,3,
ACA NEOGEO NEO TURF MASTERS,Sports,PS4,2017,2,
ACA NEOGEO SOCCER BRAWL,Sports,PS4,2017,12,
ACA NEOGEO SOCCER BRAWL,Sports,NS,2017,11,
ACA NEOGEO SOCCER BRAWL,Sports,XOne,2017,11,
ACA NEOGEO STREET HOOP,Sports,XOne,2017,11,
ACA NEOGEO STREET HOOP,Sports,NS,2017,11,
ACA NEOGEO STREET HOOP,Sports,PS4,2017,11,
ACA NEOGEO SUPER SIDEKICKS,Sports,NS,2017,7,
ACA NEOGEO SUPER SIDEKICKS,Sports,XOne,2017,7,
ACA NEOGEO SUPER SIDEKICKS,Sports,PS4,2017,7,
Picross S,Puzzle,NS,2017,9,
Oxenfree,Adventure,NS,2017,10,
Elliot Quest,Platform,NS,2017,10,
Crypt of the NecroDancer,Music,XOne,2017,2,
Koi DX,Adventure,NS,2017,11,
Volgarr the Viking,Action,NS,2017,10,
GNOG,Puzzle,PS4,2017,5,
Sky Force Reloaded,Shooter,PS4,2017,11,
Sky Force Reloaded,Shooter,XOne,2017,12,
Heroes of the Monkey Tavern,Role-Playing,NS,2017,11,
Hakoniwa Company Works,Strategy,PS4,2017,7,0.01
Iwaihime: Matsuri,Adventure,PS4,2017,9,0.0
Tsuihou Senkyo,Adventure,PS4,2017,4,0.0
Human Resource Machine,Puzzle,NS,2017,3,
Little Inferno,Puzzle,NS,2017,3,
World of Goo,Puzzle,NS,2017,3,
Dungeon Defenders II,Action,PS4,2017,6,
Gorogoa,Puzzle,NS,2017,12,
Physical Contact: SPEED,Board Game,NS,2017,7,
Physical Contact: 2048,Puzzle,NS,2017,9,
Physical Contact: Picture Place,Puzzle,NS,2017,9,
De Mambo,Action,NS,2017,7,
Embers of Mirrim,Platform,NS,2017,12,
Chaos on Deponia,Adventure,PS4,2017,12,
Shiness: The Lightning Kingdom,Role-Playing,XOne,2017,4,
Shiness: The Lightning Kingdom,Role-Playing,PS4,2017,4,
Super Beat Sports,Music,NS,2017,11,
Tacoma,Adventure,XOne,2017,8,
Don't Knock Twice,Adventure,NS,2017,10,
Maniac Mansion: Day of the Tentacle,Adventure,PS4,2017,3,
60 Seconds!,Simulation,NS,2017,12,
The Mummy Demastered,Action,XOne,2017,10,
The Mummy Demastered,Action,PS4,2017,10,
The Mummy Demastered,Action,NS,2017,10,
XING: The Land Beyond,Action,PS4,2017,1,
Enigmatis 2: The Mists Of Ravenwood,Puzzle,PS4,2017,5,
Enigmatis: The Ghosts Of Maple Creek,Puzzle,PS4,2017,1,
Retro City Rampage DX,Action,NS,2017,10,
Little Witch Academia: Chamber of Time,Role-Playing,PS4,2017,11,0.01
Violett,Adventure,NS,2017,10,
Frederic: The Resurrection of Music,Music,NS,2017,12,
Sparkle 2 EVO,Simulation,NS,2017,11,
Use Your Words,Party,NS,2017,8,
Gigantic,Action,XOne,2017,7,
SteamWorld Heist: Ultimate Edition,Action,NS,2017,12,
Patapon Remastered,Music,PS4,2017,8,0.02
No Heroes Allowed! VR,Strategy,PS4,2017,10,0.02
PaRappa the Rapper Remastered,Music,PS4,2017,4,0.02
LocoRoco Remastered,Platform,PS4,2017,5,0.01
Uncharted: The Lost Legacy,Action,PS4,2017,8,
Nioh,Action,PS4,2017,2,
Psychonauts in the Rhombus of Ruin,Action,PS4,2017,6,
Malicious Fallen,Action,PS4,2017,2,
Stifled,Adventure,PS4,2017,10,
Horizon: Zero Dawn,Action-Adventure,PS4,2017,2,
Jak 3,Platform,PS4,2017,11,
Jak and Daxter: The Precursor Legacy,Platform,PS4,2017,8,
Jak II,Platform,PS4,2017,11,
LocoRoco 2 Remastered,Platform,PS4,2017,12,
Gran Turismo Sport,Racing,PS4,2017,10,
Jak X: Combat Racing,Racing,PS4,2017,11,
Xuan Yuan Sword: The Gate of Firmament,Role-Playing,PS4,2017,3,
Drawn to Death,Shooter,PS4,2017,4,
Matterfall,Shooter,PS4,2017,8,
Air Force Special Ops Nightfall,Simulation,PS4,2017,6,
The Bridge,Puzzle,NS,2017,9,
Tumblestone,Puzzle,NS,2017,10,
Valkyria Revolution,Role-Playing,XOne,2017,6,0.04
White Day: A Labyrinth Named School (2017),Action,PS4,2017,8,0.02
Dragon's Dogma: Dark Arisen,Role-Playing,XOne,2017,10,0.04
Mega Man Legacy Collection 2,Action,XOne,2017,8,0.02
Resident Evil: Revelations,Action,XOne,2017,8,0.02
Monster Jam: Crush It,Racing,XOne,2017,1,0.04
Rime,Adventure,XOne,2017,5,0.03
Moto Racer 4,Racing,XOne,2017,1,0.02
Syberia,Adventure,NS,2017,10,0.02
Syberia III,Adventure,XOne,2017,4,0.02
Syberia 2,Adventure,NS,2017,11,0.01
Moto Racer 4,Racing,PS4,2017,1,0.01
"Snipperclips Plus: Cut It Out, Together!",Puzzle,NS,2017,3,0.12
The Girl and the Robot,Action-Adventure,PS4,2017,9,0.03
AereA,Role-Playing,PS4,2017,7,0.03
Tricky Towers,Puzzle,PS4,2017,11,0.02
Pharaonic,Action,PS4,2017,9,0.02
Pharaonic,Action,XOne,2017,9,0.02
Super Putty Squad,Platform,NS,2017,11,0.01
Torment: Tides of Numenera,Role-Playing,PS4,2017,2,0.01
Torment: Tides of Numenera,Role-Playing,XOne,2017,2,0.01
Raid: World War II,Shooter,XOne,2017,10,0.03
INSIDE / LIMBO Double Pack,Platform,XOne,2017,9,0.03
Stardew Valley,Simulation,XOne,2017,4,0.03
Redout,Racing,XOne,2017,8,0.02
Redout,Racing,PS4,2017,8,0.02
Portal Knights,Role-Playing,XOne,2017,5,0.02
ABZU,Adventure,XOne,2017,1,0.02
Rogue Trooper Redux,Shooter,XOne,2017,10,0.02
Rogue Trooper Redux,Shooter,PS4,2017,10,0.02
Ashes Cricket,Sports,XOne,2017,11,0.05
Let's Sing 2018,Music,NS,2017,11,0.03
SUPERBEAT: XONiC,Music,NS,2017,11,0.03
SUPERBEAT: XONiC,Music,PS4,2017,6,0.02
Sine Mora EX,Action,NS,2017,9,0.04
Battle Chasers: Nightwar,Role-Playing,XOne,2017,10,0.04
Elex,Role-Playing,XOne,2017,10,0.04
Sine Mora EX,Action,XOne,2017,8,0.04
Black Mirror,Adventure,XOne,2017,11,0.03
This Is The Police,Simulation,PS4,2017,3,0.02
Lock's Quest,Strategy,XOne,2017,5,0.02
Lock's Quest,Strategy,PS4,2017,5,0.01
This Is The Police,Simulation,XOne,2017,3,0.01
The Town of Light,Adventure,XOne,2017,3,0.01
This is the Police,Simulation,NS,2017,12,0.0
Nights of Azure 2: Bride of the New Moon,Action,NS,2017,10,0.06
Unbox: Newbie's Adventure,Action,NS,2017,11,0.01
Yomawari: Midnight Shadows,Action,PS4,2017,10,0.06
Touhou Kobuto V: Burst Battle,Shooter,PS4,2017,10,0.03
Cladun Returns: This Is Sengoku!,Action,PS4,2017,6,0.03
Kingdom Hearts HD I.5 + II.5 ReMIX,Action,PS4,2017,3,0.0
The Pillars of the Earth,Adventure,XOne,2017,11,0.03
Blackguards 2,Strategy,XOne,2017,9,0.02
Dungeons 3,Strategy,XOne,2017,10,0.02
The Inner World: The Last Wind Monk,Puzzle,XOne,2017,10,0.02
The Inner World: The Last Wind Monk,Puzzle,PS4,2017,10,0.02
Vikings: Wolves of Midgard,Action,XOne,2017,3,0.02
Valhalla Hills: Definitive Edition,Strategy,PS4,2017,4,0.01
Shadow Tactics: Blades of the Shogun,Strategy,XOne,2017,8,0.01
Valhalla Hills: Definitive Edition,Strategy,XOne,2017,4,0.0
Road Rage,Racing,XOne,2017,11,0.04
Dead Alliance,Shooter,XOne,2017,8,0.04
Troll and I,Action,XOne,2017,3,0.02
ArmaGallant: Decks of Destiny,Strategy,PS4,2017,4,0.02
"Soldam: Drop, Connect, Erase",Puzzle,NS,2017,10,0.02
Ben 10 (2017),Action,XOne,2017,11,0.03
FlatOut 4: Total Insanity,Racing,XOne,2017,5,0.01
Carmageddon: Max Damage,Action,XOne,2017,1,0.03
FlatOut 4: Total Insanity,Racing,PS4,2017,5,0.02
Zero Escape: Zero Time Dilemma,Adventure,PS4,2017,8,0.03
Lumo,Puzzle,NS,2017,11,0.02
88 Heroes: 98 Heroes Edition,Action,NS,2017,10,0.02
One Piece: Unlimited World Red Deluxe Edition,Action,NS,2017,9,0.07
WRC 6,Racing,XOne,2017,3,0.03
Azure Striker Gunvolt: Striker Pack,Action,NS,2017,11,0.06
ATV Renegades,Racing,PS4,2017,4,0.01
ATV Renegades,Racing,XOne,2017,4,0.01
Rugby League Live 4,Sports,XOne,2017,7,0.02
Le Tour de France 2017,Simulation,XOne,2017,6,0.02
Space Hulk: Deathwing,Shooter,PS4,2017,12,0.02
Deer Hunter Reloaded,Shooter,XOne,2017,10,0.04
Big Buck Hunter Arcade,Shooter,PS4,2017,1,0.02
Sonic Mania,Platform,XOne,2017,8,0.13
Utawarerumono: Mask of Truth,Visual Novel,PS4,2017,9,0.13
Utawarerumono: Mask of Deception,Adventure,PS4,2017,5,0.13
Anima - Gate of Memories,Action,PS4,2017,3,0.04
Ultimate Marvel vs. Capcom 3,Fighting,XOne,2017,3,0.14
Mega Man Legacy Collection 2,Action,PS4,2017,8,0.1
Okami HD,Action,XOne,2017,12,0.06
Wonder Boy: The Dragon's Trap (Remake),Platform,NS,2017,4,0.05
Wonder Boy: The Dragon's Trap (Remake),Platform,PS4,2017,4,0.04
R.B.I. Baseball 2017,Sports,NS,2017,9,0.08
R.B.I. Baseball 2017,Sports,XOne,2017,3,0.07
R.B.I. Baseball 2017,Sports,PS4,2017,3,0.04
Party Planet,Misc,NS,2017,12,0.12
Cave Story+,Platform,NS,2017,6,0.15
Ittle Dew 2+,Action,NS,2017,11,0.06
Tiny Barbarian DX,Action,NS,2017,10,0.06
The End is Nigh,Platform,NS,2017,12,0.06
Poi,Platform,NS,2017,2,0.07
America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,Misc,XOne,2017,11,0.08
NASCAR Heat 2,Racing,XOne,2017,9,0.12
Bubsy: The Woolies Strike Back,Platform,PS4,2017,10,0.05
Monster Jam: Crush It,Racing,NS,2017,10,0.08
Rapala Fishing Pro Series,Simulation,XOne,2017,10,0.06
Monster Jam: Crush It,Racing,PS4,2017,1,0.05
RiME,Adventure,NS,2017,11,0.15
Gear.Club Unlimited,Racing,NS,2017,11,0.15
Real Farm,Simulation,XOne,2017,10,0.1
Real Farm,Simulation,PS4,2017,10,0.05
The Escapists 2,Action,XOne,2017,8,0.15
Yooka-Laylee,Platform,XOne,2017,4,0.1
Aven Colony,Strategy,PS4,2017,8,0.06
Aven Colony,Strategy,XOne,2017,8,0.06
Dead by Daylight,Action,XOne,2017,6,0.12
Portal Knights,Role-Playing,PS4,2017,5,0.12
ABZU,Adventure,PS4,2017,1,0.04
Raid: World War II,Shooter,PS4,2017,10,0.04
INSIDE / LIMBO Double Pack,Platform,PS4,2017,9,0.04
Has-Been Heroes,Action,PS4,2017,3,0.07
Has-Been Heroes,Action,XOne,2017,3,0.05
MXGP 3: The Official Motocross Videogame,Racing,XOne,2017,6,0.09
Rugby 18,Sports,PS4,2017,10,0.06
MotoGP 17,Racing,XOne,2017,7,0.06
Rugby 18,Sports,XOne,2017,10,0.05
VR Karts,Racing,PS4,2017,11,0.04
Sine Mora EX,Action,PS4,2017,8,0.06
MX vs ATV Supercross Encore 2017 Track Edition,Racing,XOne,2017,1,0.06
MX vs ATV Supercross Encore 2017 Track Edition,Racing,PS4,2017,1,0.06
Battle Chasers: Nightwar,Role-Playing,PS4,2017,10,0.06
Black Mirror,Adventure,PS4,2017,11,0.05
Baja: Edge of Control HD,Racing,XOne,2017,9,0.05
Baja: Edge of Control HD,Racing,PS4,2017,9,0.03
Toukiden 2,Action,PS4,2017,3,0.15
Warriors All-Stars,Action,PS4,2017,8,0.1
Nights of Azure 2,Action,PS4,2017,10,0.09
Atelier Firis: The Alchemist and the Mysterious Journey,Role-Playing,PS4,2017,3,0.08
Samurai Warriors: Spirit of Sanada,Action,PS4,2017,5,0.07
Tokyo Xanadu eX+,Role-Playing,PS4,2017,12,0.1
Guilty Gear Xrd REV 2,Fighting,PS4,2017,5,0.1
SG/ZH: School Girl/Zombie Hunter,Action,PS4,2017,11,0.07
Zero Escape The Nonary Games,Adventure,PS4,2017,3,0.04
Micro Machines: World Series,Racing,XOne,2017,6,0.08
F1 2017,Racing,XOne,2017,8,0.19
Agents of Mayhem,Action,XOne,2017,8,0.11
Constructor HD,Strategy,XOne,2017,7,0.07
Summon Night 6: Lost Borders,Role-Playing,PS4,2017,10,0.09
Unbox: Newbie's Adventure,Action,PS4,2017,7,0.04
God Wars: Future Past,Role-Playing,PS4,2017,6,0.07
The Silver Case,Visual Novel,PS4,2017,4,0.07
Birthdays the Beginning,Misc,PS4,2017,5,0.06
Touhou Kobuto V: Burst Battle,Shooter,NS,2017,10,0.06
Touhou Genso Wanderer,Action,PS4,2017,3,0.05
Demon Gaze 2,Role-Playing,PS4,2017,11,0.05
Danganronpa Another Episode: Ultra Despair Girls,Shooter,PS4,2017,6,0.04
Akiba's Beat,Action,PS4,2017,5,0.08
The Sexy Brutale,Adventure,PS4,2017,8,0.08
Dungeons 3,Strategy,PS4,2017,10,0.04
Shadow Tactics: Blades of the Shogun,Strategy,PS4,2017,8,0.04
Vikings: Wolves of Midgard,Action,PS4,2017,3,0.04
Blackguards 2,Strategy,PS4,2017,9,0.03
The Pillars of the Earth,Adventure,PS4,2017,11,0.03
Troll and I,Action,NS,2017,8,0.1
Outcast: Second Contact,Adventure,PS4,2017,11,0.06
Golf Club 2,Sports,XOne,2017,6,0.06
Dead Alliance,Shooter,PS4,2017,8,0.04
Troll and I,Action,PS4,2017,3,0.03
Road Rage,Racing,PS4,2017,11,0.03
Deformers,Action,PS4,2017,4,0.06
Deformers,Action,XOne,2017,4,0.05
Ben 10 (2017),Action,NS,2017,11,0.08
Ben 10 (2017),Action,PS4,2017,11,0.05
Batman: A Telltale Game Series,Adventure,NS,2017,11,0.12
Batman: The Enemy Within,Adventure,PS4,2017,10,0.07
Batman: The Enemy Within,Adventure,XOne,2017,10,0.05
Ride 2,Racing,XOne,2017,2,0.08
Raiden V,Action,PS4,2017,10,0.03
Bulletstorm: Full Clip Edition,Shooter,XOne,2017,4,0.08
MXGP 3: The Official Motocross Videogame,Racing,NS,2017,11,0.08
Yonder: The Cloud Catcher Chronicles,Action,PS4,2017,7,0.04
Disneyland Adventures,Action-Adventure,XOne,2017,10,0.07
The Town of Light,Adventure,PS4,2017,3,0.03
Dishonored: Death of the Outsider,Action,XOne,2017,9,0.14
The Elder Scrolls Online: Morrowind,MMO,XOne,2017,6,0.14
Wolfenstein The Two Pack,Shooter,XOne,2017,8,0.12
Hunting Simulator,Shooter,PS4,2017,7,0.07
WRC 7,Racing,PS4,2017,10,0.07
Hunting Simulator,Shooter,XOne,2017,7,0.06
WRC 7,Racing,XOne,2017,10,0.05
Project CARS 2,Racing,XOne,2017,9,0.2
Naruto Shippuden: Ultimate Ninja Storm Legacy,Fighting,XOne,2017,8,0.14
Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,Fighting,XOne,2017,2,0.12
Accel World vs. Sword Art Online: Millennium Twilight,Action,PS4,2017,7,0.1
WRC 6,Racing,PS4,2017,3,0.08
Pillars of Eternity,Role-Playing,XOne,2017,8,0.05
Killing Floor 2,Shooter,XOne,2017,8,0.06
Elite: Dangerous,Simulation,XOne,2017,6,0.08
Air Conflicts: Secret Wars,Simulation,PS4,2017,4,0.04
Rugby League Live 4,Sports,PS4,2017,7,0.09
Stern Pinball Arcade,Misc,NS,2017,12,0.06
Spintires: MudRunner,Simulation,XOne,2017,10,0.15
Farming Simulator 17,Simulation,NS,2017,11,0.13
The Surge,Action,XOne,2017,5,0.12
Styx: Shards of Darkness,Action,PS4,2017,3,0.07
Le Tour de France 2017,Simulation,PS4,2017,6,0.07
Styx: Shards of Darkness,Action,XOne,2017,3,0.06
Cartoon Network: Battle Crashers,Action,NS,2017,10,0.08
Deer Hunter Reloaded,Shooter,PS4,2017,10,0.04
Cyberdimension Neptunia: 4 Goddesses Online,Role-Playing,PS4,2017,10,0.14
Dark Rose Valkyrie,Role-Playing,PS4,2017,6,0.09
Pro Evolution Soccer 2018,Sports,XOne,2017,9,0.12
Starblood Arena,Shooter,PS4,2017,4,0.05
That's You!,Party,PS4,2017,10,0.04
Outlast Trinity,Action,XOne,2017,4,0.13
The Walking Dead - The Telltale Series: A New Frontier,Adventure,XOne,2017,2,0.12
The Walking Dead: A Telltale Series Collection,Adventure,PS4,2017,12,0.07
The Walking Dead: A Telltale Series Collection,Adventure,XOne,2017,12,0.05
Marvel's Guardians of the Galaxy: The Telltale Series,Adventure,XOne,2017,5,0.05
Cars 3: Driven to Win,Racing,XOne,2017,6,0.05
Valkyria Revolution,Role-Playing,PS4,2017,6,0.16
Puyo Puyo Tetris,Puzzle,PS4,2017,4,0.1
Resident Evil: Revelations,Action,PS4,2017,8,0.18
Monopoly for Nintendo Switch,Board Game,NS,2017,10,0.3
Just Dance 2017,Music,NS,2017,3,0.29
Just Dance 2018,Music,XOne,2017,10,0.21
America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,Misc,PS4,2017,11,0.12
NASCAR Heat 2,Racing,PS4,2017,9,0.13
Rapala Fishing Pro Series,Simulation,PS4,2017,10,0.08
RiME,Adventure,PS4,2017,5,0.11
WWE 2K18,Sports,NS,2017,12,0.23
Stardew Valley,Simulation,PS4,2017,4,0.1
NBA Live 18,Sports,XOne,2017,9,0.21
Has-Been Heroes,Action,NS,2017,3,0.14
The Invisible Hours,Adventure,PS4,2017,10,0.11
Call of Duty: Modern Warfare Remastered,Shooter,XOne,2017,7,0.24
Skylanders Imaginators,Platform,NS,2017,3,0.23
Cities: Skylines,Simulation,XOne,2017,4,0.18
MotoGP 17,Racing,PS4,2017,7,0.14
theHunter: Call of the Wild,Shooter,XOne,2017,10,0.21
Berserk and the Band of the Hawk,Action,PS4,2017,2,0.16
Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,Role-Playing,PS4,2017,9,0.14
DiRT 4,Racing,XOne,2017,6,0.23
Constructor HD,Strategy,PS4,2017,7,0.11
Ys VIII: Lacrimosa of Dana,Role-Playing,PS4,2017,9,0.21
Danganronpa 1-2 Reload,Adventure,PS4,2017,3,0.12
Final Fantasy XIV: Stormblood,MMO,PS4,2017,6,0.17
Final Fantasy XIV Online Complete Edition,MMO,PS4,2017,6,0.1
Fate/Extella: The Umbral Star,Action,NS,2017,7,0.21
Sudden Strike 4,Strategy,PS4,2017,8,0.1
Golf Club 2,Sports,PS4,2017,6,0.13
ATV Drift & Tricks,Racing,PS4,2017,11,0.09
L.A. Noire,Adventure,XOne,2017,11,0.25
Minecraft: Story Mode - Season Two,Adventure,XOne,2017,9,0.27
Minecraft: Story Mode - Season Two,Adventure,PS4,2017,9,0.11
Sniper: Ghost Warrior 3,Shooter,XOne,2017,4,0.18
Bulletstorm: Full Clip Edition,Shooter,PS4,2017,4,0.13
Super Lucky's Tale,Platform,XOne,2017,11,0.22
Rush: A Disney Pixar Adventure,Adventure,XOne,2017,10,0.17
Axiom Verge,Action,NS,2017,11,0.17
Wolfenstein The Two Pack,Shooter,PS4,2017,8,0.1
Gundam Versus,Action,PS4,2017,9,0.28
Naruto Shippuden: Ultimate Ninja Storm Legacy,Fighting,PS4,2017,8,0.16
Little Nightmares,Platform,XOne,2017,4,0.16
Pac-Man Championship Edition 2 + Arcade Game Series,Action,PS4,2017,2,0.1
Job Simulator,Simulation,PS4,2017,4,0.12
Cars 3: Driven to Win,Racing,NS,2017,6,0.32
Marvel's Guardians of the Galaxy: The Telltale Series,Adventure,PS4,2017,5,0.12
Sonic Mania,Platform,NS,2017,8,0.47
Yakuza Kiwami,Adventure,PS4,2017,8,0.45
Ultra Street Fighter II: The Final Challengers,Fighting,NS,2017,5,0.57
Ultimate Marvel vs. Capcom 3,Fighting,PS4,2017,3,0.26
Fire Emblem Warriors,Action,NS,2017,10,0.51
The Escapists 2,Action,PS4,2017,8,0.24
NBA 2K18,Sports,NS,2017,9,0.43
Dead by Daylight,Action,PS4,2017,6,0.22
NHL 18,Sports,XOne,2017,9,0.39
theHunter: Call of the Wild,Shooter,PS4,2017,10,0.24
Elex,Role-Playing,PS4,2017,10,0.23
L.A. Noire,Adventure,NS,2017,11,0.45
Minecraft: Story Mode - The Complete Adventure,Adventure,NS,2017,8,0.46
Hello Neighbor,Action,XOne,2017,12,0.42
Prey (2017),Shooter,XOne,2017,5,0.45
Doom (2016),Shooter,NS,2017,11,0.43
The Evil Within 2,Action,XOne,2017,10,0.39
The Elder Scrolls Online: Morrowind,MMO,PS4,2017,6,0.24
Digimon World: Next Order,Role-Playing,PS4,2017,1,0.24
Gravity Rush 2,Action-Adventure,PS4,2017,1,0.35
LEGO Worlds,Misc,NS,2017,9,0.58
Cars 3: Driven to Win,Racing,PS4,2017,6,0.29
Outlast Trinity,Action,PS4,2017,4,0.22
Sonic Mania,Platform,PS4,2017,8,0.31
Rayman Legends,Platform,NS,2017,9,0.69
Just Dance 2018,Music,PS4,2017,10,0.3
Star Trek Bridge Crew,Action,PS4,2017,5,0.28
NBA Live 18,Sports,PS4,2017,9,0.24
Cities: Skylines,Simulation,PS4,2017,8,0.3
Halo Wars 2,Strategy,XOne,2017,2,0.51
Dishonored: Death of the Outsider,Action,PS4,2017,9,0.33
Spintires: MudRunner,Simulation,PS4,2017,10,0.28
LEGO Worlds,Misc,XOne,2017,3,0.69
LEGO City Undercover,Platform,NS,2017,4,0.65
LEGO Marvel Super Heroes 2,Action,XOne,2017,11,0.57
Sonic Forces,Platform,XOne,2017,11,0.29
Marvel vs. Capcom: Infinite,Fighting,XOne,2017,9,0.34
Dragon's Dogma: Dark Arisen,Role-Playing,PS4,2017,10,0.21
Dead Rising 4: Frank's Big Package,Action-Adventure,PS4,2017,12,0.16
The Binding of Isaac: Afterbirth+,Action,NS,2017,3,0.28
Friday the 13th: The Game,Action,XOne,2017,10,0.27
MXGP 3: The Official Motocross Videogame,Racing,PS4,2017,6,0.17
Micro Machines: World Series,Racing,PS4,2017,6,0.22
Agents of Mayhem,Action,PS4,2017,8,0.2
Danganronpa V3: Killing Harmony,Adventure,PS4,2017,9,0.25
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,Action,PS4,2017,4,0.47
Hitman,Action,XOne,2017,1,0.31
Fate/Extella: The Umbral Star,Action,PS4,2017,1,0.27
Ride 2,Racing,PS4,2017,2,0.16
.hack//G.U. Last Recode,Role-Playing,PS4,2017,11,0.24
Pillars of Eternity,Role-Playing,PS4,2017,8,0.16
Elite: Dangerous,Simulation,PS4,2017,6,0.19
The Surge,Action,PS4,2017,5,0.19
Sniper Elite 4,Shooter,XOne,2017,2,0.3
SingStar Celebration,Music,PS4,2017,10,0.23
The Lego Ninjago Movie Videogame,Action,NS,2017,9,0.4
The Lego Ninjago Movie Videogame,Action,XOne,2017,9,0.33
LEGO City Undercover,Platform,XOne,2017,4,0.3
The Walking Dead - The Telltale Series: A New Frontier,Adventure,PS4,2017,2,0.17
Sonic Forces,Platform,NS,2017,11,0.74
Okami HD,Action,PS4,2017,12,0.36
Just Dance 2018,Music,NS,2017,10,0.76
South Park: The Fractured But Whole,Role-Playing,XOne,2017,10,0.62
WWE 2K18,Sports,XOne,2017,10,0.66
Attack on Titan,Action,PS4,2017,1,0.5
Sniper: Ghost Warrior 3,Shooter,PS4,2017,4,0.36
Little Nightmares,Platform,PS4,2017,4,0.39
Super Bomberman R,Puzzle,NS,2017,3,0.87
Everybody's Golf,Sports,PS4,2017,8,0.56
Farpoint,Shooter,PS4,2017,5,0.48
LEGO Marvel Super Heroes 2,Action,NS,2017,11,0.67
FIFA 18,Sports,NS,2017,9,1.1
DiRT 4,Racing,PS4,2017,6,0.49
Mass Effect: Andromeda,Role-Playing,XOne,2017,3,0.78
Need for Speed: Payback,Racing,XOne,2017,11,0.73
The Sims 4,Simulation,XOne,2017,11,0.73
Wolfenstein II: The New Colossus,Shooter,XOne,2017,10,0.7
Knack 2,Platform,PS4,2017,9,0.47
