title,genre,console,year,month,total_sales
MLB 16: The Show,Sports,PS4,2016,3,0.96
Dying Light,Action,XOne,2016,2,1.47
Lego Star Wars: The Force Awakens,Action-Adventure,PS4,2016,6,1.31
LEGO Marvel's Avengers,Action,PS4,2016,1,1.01
LEGO Harry Potter Collection,Action,PS4,2016,10,0.88
Batman: Return to Arkham,Action,PS4,2016,10,0.64
Battle Garegga Rev.2016,Strategy,PS4,2016,12,0.01
Ben-Hur,Racing,XOne,2016,8,
Raiden V,Action,XOne,2016,5,
Hatsune Miku: VR Future Live,Music,PS4,2016,10,
Dungeon of the Endless,Strategy,XOne,2016,3,
Koihime Enbu,Fighting,PS4,2016,1,0.03
The Deadly Tower of Monsters,Action,PS4,2016,1,
Steins;Gate 0,Adventure,PS4,2016,11,0.07
Root Letter,Visual Novel,PS4,2016,11,0.03
Gal Gun: Double Peace,Action,PS4,2016,8,0.01
Ginger: Beyond the Crystal,Platform,PS4,2016,10,
Sengoku BASARA Sanada Yukimura-den,Action,PS4,2016,8,0.05
Resident Evil: Umbrella Corps,Shooter,PS4,2016,6,0.04
Dragon's Dogma Online: Season 2,Action,PS4,2016,6,0.03
Resident Evil: Value Pack,Action-Adventure,PS4,2016,9,0.02
Monster Hunter Frontier Z: Beginner's Package,Action,PS4,2016,11,0.02
Resident Evil Zero,Action-Adventure,XOne,2016,1,
Resident Evil Zero,Action-Adventure,PS4,2016,1,
Mega Man Legacy Collection,Platform,PS4,2016,2,
The Park,Adventure,PS4,2016,5,
Cobalt,Action,XOne,2016,2,
Ittle Dew 2,Action-Adventure,XOne,2016,11,
Ittle Dew 2,Action-Adventure,PS4,2016,11,
Assassin's Creed Chronicles: India,Action,PS4,2016,1,
Assassin's Creed Chronicles: India,Action,XOne,2016,1,
Assassin's Creed Chronicles: Russia,Action,XOne,2016,2,
Assassin's Creed Chronicles: Russia,Action,PS4,2016,2,
Killing Bites,Action,PS4,2016,7,
Mercury,Action,XOne,2016,1,
Skytorn,Action,PS4,2016,1,
One Way Trip,Adventure,PS4,2016,1,
Get Even,Misc,XOne,2016,1,
In Space We Brawl,Shooter,PS4,2016,1,
The Assembly,Adventure,PS4,2016,10,
Agatha Christie: The ABC Murders,Adventure,XOne,2016,2,
Agatha Christie: The ABC Murders,Adventure,PS4,2016,2,
Inside,Platform,PS4,2016,8,
Inside,Platform,XOne,2016,1,
Ether One,Adventure,PS4,2016,4,
Among The Sleep,Adventure,PS4,2016,8,
Reus,Strategy,XOne,2016,10,
Reus,Strategy,PS4,2016,10,
Hellraid,Misc,XOne,2016,1,
Hellraid,Misc,PS4,2016,1,
Adr1ft,Adventure,PS4,2016,7,
Pixel Piracy,Role-Playing,XOne,2016,2,
Pixel Piracy,Role-Playing,PS4,2016,2,
Sparkle 2,Puzzle,XOne,2016,1,
Mega Coin Squad,Action,PS4,2016,1,
Mount & Blade: Warband,Role-Playing,XOne,2016,9,
Goat Simulator: The Bundle,Simulation,PS4,2016,11,
Touhou Shinpiroku ~ Urban Legend in Limbo,Fighting,PS4,2016,12,0.02
King of Wushu,Action,XOne,2016,1,
We Sing (2016),Music,XOne,2016,12,
Mount & Blade: Warband,Role-Playing,PS4,2016,6,
Nights of Azure,Role-Playing,PS4,2016,3,0.09
Dead or Alive Xtreme 3: Fortune,Sports,PS4,2016,3,0.06
Winning Post 8 2016,Simulation,PS4,2016,3,0.03
Romance of the Three Kingdoms XIII,Strategy,PS4,2016,7,
Another World,Adventure,XOne,2016,1,
Another World,Adventure,PS4,2016,1,
Firewatch,Adventure,PS4,2016,2,
Deadlight: Director's Cut,Action-Adventure,PS4,2016,6,
Deadlight: Director's Cut,Action-Adventure,XOne,2016,6,
The Chainsaw Incident,Misc,PS4,2016,1,
Salt and Sanctuary,Action,PS4,2016,3,
I am Setsuna,Role-Playing,PS4,2016,10,0.07
A King's Tale: Final Fantasy XV,Action,XOne,2016,11,
Hitman GO,Puzzle,PS4,2016,2,
The Turing Test,Puzzle,XOne,2016,8,
Armikrog,Adventure,PS4,2016,8,
Toren,Adventure,PS4,2016,1,
The Banner Saga,Role-Playing,PS4,2016,1,
The Banner Saga,Role-Playing,XOne,2016,1,
The Banner Saga 2,Role-Playing,XOne,2016,7,
The Banner Saga 2,Role-Playing,PS4,2016,7,
Rainbow Moon,Role-Playing,PS4,2016,2,
Nero,Puzzle,XOne,2016,1,
Moon Hunters,Action,PS4,2016,7,
Falling Skies: The Game,Role-Playing,PS4,2016,1,
Wheels of Aurelia,Visual Novel,PS4,2016,10,
Cult County,Misc,XOne,2016,1,
Cult County,Misc,PS4,2016,1,
Razor Global Domination Pro Tour,Misc,XOne,2016,1,
Razor Global Domination Pro Tour,Misc,PS4,2016,1,
The King of Fighters 2000,Fighting,PS4,2016,5,
The Witness,Puzzle,XOne,2016,9,
Tachyon Project,Action,PS4,2016,1,
Alekhine's Gun,Action,XOne,2016,3,
Alekhine's Gun,Action,PS4,2016,3,
Bard's Gold,Platform,PS4,2016,6,
Bard's Gold,Platform,XOne,2016,6,
Hollowpoint,Action,PS4,2016,1,
SUPERHOT,Shooter,XOne,2016,5,
FRU,Puzzle,XOne,2016,7,
Dex,Role-Playing,PS4,2016,7,
Dex,Role-Playing,XOne,2016,7,
Pathologic,Adventure,PS4,2016,1,
Pathologic,Adventure,XOne,2016,1,
Tethered,Strategy,PS4,2016,10,
The Walking Dead: Michonne,Adventure,PS4,2016,2,
The Walking Dead: Michonne,Adventure,XOne,2016,2,
Unravel,Platform,PS4,2016,2,
Unravel,Platform,XOne,2016,2,
Stranger of Sword City,Role-Playing,XOne,2016,3,
Hyper Light Drifter,Role-Playing,PS4,2016,7,0.01
Hyper Light Drifter,Role-Playing,XOne,2016,7,
Carmageddon: Reincarnation,Misc,PS4,2016,5,
Lovely Planet,Action,PS4,2016,4,
Lovely Planet,Action,XOne,2016,1,
No Time to Explain,Action,PS4,2016,3,
Clustertruck,Misc,PS4,2016,9,
Clustertruck,Misc,XOne,2016,9,
Skullgirls: 2nd Encore,Fighting,PS4,2016,4,0.02
Broforce,Action,PS4,2016,3,
Enter the Gungeon,Shooter,PS4,2016,4,
Among The Sleep,Adventure,XOne,2016,6,
Rack N Ruin,Adventure,PS4,2016,1,
Spy Chameleon - RGB Agent,Puzzle,PS4,2016,7,
Oceanhorn: Monster of Uncharted Seas,Action-Adventure,XOne,2016,9,
Oceanhorn: Monster of Uncharted Seas,Action-Adventure,PS4,2016,9,
Fruit Ninja Kinect 2,Action,XOne,2016,3,
Dead Rising 4,Action-Adventure,XOne,2016,12,
Killer Instinct: Definitive Edition,Fighting,XOne,2016,9,
Ori and the Blind Forest: Definitive Edition,Platform,XOne,2016,3,
Forza Horizon 3,Racing,XOne,2016,9,
Fable Legends,Role-Playing,XOne,2016,12,
Lumo,Puzzle,XOne,2016,6,
Super Dungeon Bros,Action,XOne,2016,11,
The Forest,Action,PS4,2016,1,
Q*bert: Rebooted,Action,XOne,2016,2,
The Idolmaster: Platinum Stars,Simulation,PS4,2016,7,0.11
Super Robot Wars OG: The Moon Dwellers,Misc,PS4,2016,6,0.11
SD Gundam G Generation Genesis,Strategy,PS4,2016,11,0.11
Gundam Breaker 3,Action,PS4,2016,3,0.11
God Eater Resurrection,Action,PS4,2016,10,0.09
Kamen Rider: Battride War Genesis,Action,PS4,2016,2,0.07
JoJo's Bizarre Adventure: Eyes of Heaven,Fighting,PS4,2016,6,0.04
Crows: Burning Edge,Action,PS4,2016,10,0.03
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,Misc,PS4,2016,2,0.03
God Eater Off Shot: Fujiki Kota-hen Twin Pack & Animation Vol.6,Misc,PS4,2016,3,0.02
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,Action,PS4,2016,1,0.02
God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,Action,PS4,2016,4,0.02
Dragon Ball: Xenoverse 2,Action,PS4,2016,10,
Dragon Ball: Xenoverse 2,Action,XOne,2016,10,
Naruto Shippuden: Ultimate Ninja Storm 4,Fighting,PS4,2016,2,
Naruto Shippuden: Ultimate Ninja Storm 4,Fighting,XOne,2016,2,
Dark Souls III,Role-Playing,PS4,2016,4,
Dark Souls III,Role-Playing,XOne,2016,4,
ROBLOX,Misc,XOne,2016,1,
Qurare: Magic Library,Action,PS4,2016,9,
OlliOlli2: XL Edition,Sports,XOne,2016,5,
Rebel Galaxy,Role-Playing,PS4,2016,1,
ACA NEOGEO METAL SLUG,Action,PS4,2016,11,
ACA NEOGEO SAMURAI SHODOWN,Fighting,PS4,2016,12,
ACA NEOGEO THE KING OF FIGHTERS '94,Fighting,PS4,2016,10,
H-Hour: World's Elite,Misc,PS4,2016,1,
Oxenfree,Adventure,XOne,2016,1,
Alone With You,Adventure,PS4,2016,8,
Crypt of the NecroDancer,Music,PS4,2016,2,
Sky Force Anniversary,Shooter,XOne,2016,12,
Sky Force Anniversary,Shooter,PS4,2016,9,
Shin Hayarigami 2,Adventure,PS4,2016,7,0.03
Magic Duels: Origin,Misc,XOne,2016,1,
Magic Duels: Origin,Misc,PS4,2016,1,
Gone Home,Adventure,PS4,2016,1,
Gone Home,Adventure,XOne,2016,1,
Don Bradman Cricket 17,Sports,XOne,2016,12,
Don Bradman Cricket 17,Sports,PS4,2016,12,
Stern Pinball Arcade,Misc,XOne,2016,11,
Stern Pinball Arcade,Misc,PS4,2016,11,
Silence: The Whispered World 2,Adventure,PS4,2016,11,
Deponia,Puzzle,PS4,2016,11,
Pro Cycling Manager 2016,Sports,XOne,2016,6,
Amplitude (2016),Misc,PS4,2016,1,
Shantae: Half-Genie Hero,Platform,XOne,2016,12,
Nightmares From The Deep: The Cursed Heart,Puzzle,PS4,2016,8,
EverQuest Next,MMO,PS4,2016,12,
Pac-Man 256,Misc,PS4,2016,6,
Pac-Man 256,Misc,XOne,2016,6,
Megadimension Neptunia VII,Role-Playing,PS4,2016,2,0.04
Superdimension Neptune vs Sega Hard Girls,Role-Playing,PS4,2016,10,
Dear Esther: Landmark Edition,Adventure,XOne,2016,9,
Dear Esther: Landmark Edition,Adventure,PS4,2016,9,
Hardware: Rivals,Action,PS4,2016,1,
Rise of the Kasai,Action,PS4,2016,3,
Heavy Rain,Adventure,PS4,2016,3,
Dark Cloud 2,Role-Playing,PS4,2016,1,
Arc the Lad: Twilight of the Spirits,Role-Playing,PS4,2016,1,
Okage: Shadow King,Role-Playing,PS4,2016,3,
Headmaster,Sports,PS4,2016,10,
Jikkyou Powerful Pro Baseball 2016,Sports,PS4,2016,4,0.24
Jikkyou Powerful Pro Baseball Success Special,Sports,PS4,2016,7,
Uncharted 4: A Thief's End,Action,PS4,2016,5,
Uncharted 2: Among Thieves Remastered,Action,PS4,2016,11,
Uncharted 3: Drake's Deception Remastered,Action,PS4,2016,11,
Uncharted: Drake's Fortune Remastered,Action,PS4,2016,11,
Primal,Action,PS4,2016,5,
Siren,Adventure,PS4,2016,6,
Shadow of the Beast (2016),Action-Adventure,PS4,2016,5,
The Playroom VR,Party,PS4,2016,10,
Ratchet & Clank (2016),Platform,PS4,2016,4,
Ape Escape 2,Platform,PS4,2016,8,
Bound,Platform,PS4,2016,8,
Tumble VR,Puzzle,PS4,2016,10,
Kinetica,Racing,PS4,2016,5,
Rogue Galaxy,Role-Playing,PS4,2016,5,
Wild Arms 3,Role-Playing,PS4,2016,5,
Alienation,Shooter,PS4,2016,4,
Kill Strain,Shooter,PS4,2016,7,
Hot Shots Tennis,Sports,PS4,2016,9,
The Tomorrow Children,Strategy,PS4,2016,9,
Dead Rising,Action,XOne,2016,9,0.04
Resident Evil 5,Action,XOne,2016,7,0.04
Dead Rising 2,Action,XOne,2016,9,0.04
Assassin's Creed Chronicles,Action,XOne,2016,2,0.01
Zombi,Action,XOne,2016,1,0.01
Ziggurat,Shooter,PS4,2016,6,0.01
Toki Tori 2+,Puzzle,PS4,2016,6,0.0
Overcooked,Action,XOne,2016,11,0.04
Assetto Corsa,Racing,XOne,2016,8,0.02
Dino Dini's Kick Off Revival,Sports,PS4,2016,6,0.03
Super Meat Boy,Platform,PS4,2016,4,0.01
Geometry Wars 3: Dimensions Evolved,Action,XOne,2016,10,0.02
Goat Simulator: The Bundle,Simulation,XOne,2016,3,0.01
Darksiders: Warmastered Edition,Action-Adventure,XOne,2016,11,0.04
The Dwarves,Role-Playing,XOne,2016,12,0.02
Exist Archive: The Other Side of the Sky,Role-Playing,PS4,2016,10,0.06
Sébastien Loeb Rally EVO,Racing,XOne,2016,3,0.01
Nitroplus Blasterz: Heroines Infinite Duel,Fighting,PS4,2016,2,0.05
Battle Worlds: Kronos,Strategy,XOne,2016,5,0.01
Battle Worlds: Kronos,Strategy,PS4,2016,5,0.01
The Witness,Misc,PS4,2016,1,0.0
Tropico 5,Simulation,XOne,2016,5,0.02
Dungeons 2,Role-Playing,PS4,2016,4,0.02
This War of Mine,Action,PS4,2016,1,0.03
This War of Mine,Action,XOne,2016,1,0.01
Warhammer: The End Times - Vermintide,Action,XOne,2016,10,0.03
Carmageddon: Max Damage,Action,PS4,2016,7,0.02
The Escapists: The Walking Dead,Action,PS4,2016,2,0.01
SteamWorld Collection,Misc,PS4,2016,11,0.02
Earth's Dawn,Action,PS4,2016,11,0.02
Zombie Vikings,Action,PS4,2016,4,0.01
Farming 2017 - The Simulation,Simulation,PS4,2016,8,0.01
Farming 2017 - The Simulation,Simulation,XOne,2016,8,0.0
Worms: WMD,Strategy,XOne,2016,8,0.02
Rugby Challenge 3,Sports,XOne,2016,4,0.01
Prison Architect,Simulation,XOne,2016,6,0.02
The Technomancer,Role-Playing,XOne,2016,6,0.05
Big Buck Hunter Arcade,Shooter,XOne,2016,10,0.02
République,Action-Adventure,PS4,2016,3,0.02
Super Stardust Ultra VR,Shooter,PS4,2016,10,0.02
Hustle Kings VR,Sports,PS4,2016,10,0.0
Gravity Rush Remastered,Action-Adventure,PS4,2016,2,0.02
Atari Flashback Classics: Volume 1,Misc,PS4,2016,10,0.07
Atari Flashback Classics: Volume 2,Misc,XOne,2016,10,0.06
Atari Flashback Classics: Volume 1,Misc,XOne,2016,10,0.06
Atari Flashback Classics: Volume 2,Misc,PS4,2016,10,0.06
Syberia III,Adventure,PS4,2016,1,0.05
Resident Evil: Origins Collection,Action-Adventure,XOne,2016,1,0.1
Dead Rising,Action,PS4,2016,9,0.08
Dead Rising 2,Action,PS4,2016,9,0.07
Resident Evil 6,Shooter,XOne,2016,3,0.07
Resident Evil 5,Action,PS4,2016,7,0.07
Resident Evil 4,Action-Adventure,XOne,2016,8,0.05
R.B.I. Baseball 2016,Sports,XOne,2016,4,0.06
R.B.I. Baseball 2016,Sports,PS4,2016,4,0.04
Rocksmith 2014 Edition Remastered,Music,XOne,2016,10,0.13
Assassin's Creed Chronicles,Action,PS4,2016,2,0.11
TrackMania Turbo,Racing,XOne,2016,3,0.1
Hasbro Family Fun Pack Conquest Edition,Misc,XOne,2016,11,0.06
Werewolves Within,Misc,PS4,2016,12,0.05
Just Sing,Music,XOne,2016,9,0.05
Just Sing,Music,PS4,2016,9,0.04
Overcooked,Action,PS4,2016,11,0.05
Assetto Corsa,Racing,PS4,2016,8,0.08
Prototype: Biohazard Bundle,Action,XOne,2016,10,0.11
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Action,XOne,2016,5,0.07
Ghostbusters (2016),Action,XOne,2016,7,0.07
King's Quest: The Complete Collection,Adventure,PS4,2016,10,0.06
King's Quest: The Complete Collection,Adventure,XOne,2016,10,0.05
Geometry Wars 3: Dimensions Evolved,Action,PS4,2016,10,0.03
We Sing (2016),Music,PS4,2016,12,0.03
The Dwarves,Role-Playing,PS4,2016,12,0.03
Attack on Titan,Action,XOne,2016,8,0.15
Atelier Sophie: The Alchemist of the Mysterious Book,Role-Playing,PS4,2016,6,0.15
Arslan: The Warriors of Legend,Action,PS4,2016,2,0.14
Samurai Warriors 4: Empires,Action,PS4,2016,3,0.12
Romance of the Three Kingdoms XIII,Action,PS4,2016,7,0.1
Nobunaga's Ambition: Sphere of Influence - Ascension,Strategy,PS4,2016,10,0.09
Arslan: The Warriors of Legend,Action,XOne,2016,2,0.06
Guilty Gear Xrd -Revelator-,Fighting,PS4,2016,6,0.14
Aegis of Earth: Protonovus Assault,Action,PS4,2016,3,0.04
Dead Island Definitive Collection,Action,XOne,2016,5,0.08
The Witch and the Hundred Knight,Role-Playing,PS4,2016,3,0.11
Touhou Genso Rondo: Bullet Ballet,Shooter,PS4,2016,9,0.07
Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,Adventure,PS4,2016,9,0.05
Life is Strange,Adventure,XOne,2016,1,0.12
Sébastien Loeb Rally EVO,Racing,PS4,2016,3,0.05
Shantae: Half-Genie Hero,Platform,PS4,2016,12,0.08
Loading Human,Adventure,PS4,2016,10,0.08
Mark McMorris Infinite Air,Sports,PS4,2016,10,0.06
Mark McMorris Infinite Air,Sports,XOne,2016,10,0.06
Aragami,Action,PS4,2016,10,0.04
OlliOlli: Epic Combo Edition,Platform,PS4,2016,7,0.03
Warhammer: The End Times - Vermintide,Action,PS4,2016,10,0.07
7 Days to Die,Action,XOne,2016,6,0.12
Batman: A Telltale Game Series,Adventure,XOne,2016,9,0.07
Song of the Deep,Action,XOne,2016,7,0.13
MXGP 2,Racing,XOne,2016,6,0.1
Duke Nukem 3D: 20th Anniversary World Tour,Shooter,XOne,2016,10,0.09
Agatha Christie's The ABC Murders,Adventure,XOne,2016,2,0.05
Assault Suit Leynos,Shooter,PS4,2016,8,0.05
Lumo,Puzzle,PS4,2016,8,0.04
Super Dungeon Bros,Action,PS4,2016,11,0.03
Sherlock Holmes: The Devil's Daughter,Adventure,PS4,2016,10,0.06
Sherlock Holmes: The Devil's Daughter,Adventure,XOne,2016,10,0.06
Valentino Rossi: The Game,Racing,XOne,2016,7,0.07
Worms: WMD,Strategy,PS4,2016,8,0.05
Rugby Challenge 3,Sports,PS4,2016,4,0.04
Prison Architect,Simulation,PS4,2016,6,0.05
Marvel Pinball: Epic Collection Volume 1,Puzzle,XOne,2016,11,0.05
Marvel Pinball: Epic Collection Volume 1,Puzzle,PS4,2016,11,0.04
Tumblestone,Puzzle,PS4,2016,11,0.03
Cartoon Network: Battle Crashers,Action,PS4,2016,11,0.06
Cartoon Network: Battle Crashers,Action,XOne,2016,11,0.06
NASCAR Heat Evolution,Racing,XOne,2016,9,0.1
Fairy Fencer F: Advent Dark Force,Role-Playing,PS4,2016,7,0.14
Metal Gear Solid V: The Definitive Experience,Action,XOne,2016,10,0.11
Pro Evolution Soccer 2017,Sports,XOne,2016,9,0.1
Here They Lie,Adventure,PS4,2016,10,0.04
Hatsune Miku: Project Diva X,Music,PS4,2016,8,0.13
Resident Evil 6,Shooter,PS4,2016,3,0.17
Resident Evil 4,Action-Adventure,PS4,2016,8,0.1
Assassin's Creed The Ezio Collection,Action,XOne,2016,11,0.27
Hasbro Family Fun Pack Conquest Edition,Misc,PS4,2016,11,0.08
XCOM 2,Strategy,XOne,2016,9,0.19
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Action,PS4,2016,5,0.12
Ghostbusters (2016),Action,PS4,2016,7,0.08
Darksiders: Warmastered Edition,Action-Adventure,PS4,2016,11,0.11
Nights of Azure,Action,PS4,2016,3,0.09
BlazBlue: Central Fiction,Fighting,PS4,2016,11,0.17
F1 2016,Racing,XOne,2016,8,0.22
DiRT Rally,Racing,XOne,2016,4,0.21
Homefront: The Revolution,Shooter,XOne,2016,5,0.21
Mighty No. 9,Platform,PS4,2016,6,0.11
Grand Kingdom,Role-Playing,PS4,2016,6,0.14
Senran Kagura: Estival Versus,Action,PS4,2016,3,0.18
Mirror's Edge Catalyst,Platform,XOne,2016,6,0.19
MXGP 2,Racing,PS4,2016,6,0.14
Duke Nukem 3D: 20th Anniversary World Tour,Shooter,PS4,2016,10,0.09
Agatha Christie's The ABC Murders,Adventure,PS4,2016,2,0.08
ReCore,Action-Adventure,XOne,2016,9,0.26
One Piece: Burning Blood,Fighting,XOne,2016,5,0.19
Pac-Man Championship Edition 2 + Arcade Game Series,Action,XOne,2016,11,0.16
Valentino Rossi: The Game,Racing,PS4,2016,7,0.13
Digimon Story: Cyber Sleuth,Role-Playing,PS4,2016,2,0.11
Pro Cycling Manager 2016,Sports,PS4,2016,6,0.14
The Technomancer,Role-Playing,PS4,2016,6,0.09
Gravity Rush Remastered,Action-Adventure,PS4,2016,2,0.16
Paragon,Action,PS4,2016,6,0.09
Batman: Return to Arkham,Action,XOne,2016,10,0.2
Valkyria Chronicles Remastered,Role-Playing,PS4,2016,5,0.33
Odin Sphere: Leifthrasir,Role-Playing,PS4,2016,6,0.34
Steep,Sports,XOne,2016,12,0.48
Rocksmith 2014,Music,XOne,2016,10,0.43
Just Dance 2017,Misc,PS4,2016,10,0.24
Destiny: The Collection,Shooter,XOne,2016,9,0.41
Deus Ex: Mankind Divided,Role-Playing,XOne,2016,8,0.39
The Heavy Rain and Beyond: Two Souls Collection,Action,PS4,2016,3,0.28
UEFA Euro 2016,Sports,PS4,2016,4,0.31
Metal Gear Solid V: The Definitive Experience,Action,PS4,2016,10,0.29
Driveclub VR,Racing,PS4,2016,10,0.27
RIGS: Mechanized Combat League,Action,PS4,2016,10,0.23
EVE: Valkyrie,Shooter,PS4,2016,10,0.21
Lego Star Wars: The Force Awakens,Action-Adventure,XOne,2016,6,0.5
LEGO Marvel's Avengers,Action,XOne,2016,1,0.48
The King of Fighters XIV,Fighting,PS4,2016,8,0.34
Resident Evil: Origins Collection,Action-Adventure,PS4,2016,1,0.37
WWE 2K17,Sports,XOne,2016,10,0.57
BioShock: The Collection,Shooter,XOne,2016,9,0.48
XCOM 2,Strategy,PS4,2016,9,0.31
Star Ocean 5: Integrity and Faithlessness,Role-Playing,PS4,2016,6,0.45
Life is Strange,Adventure,PS4,2016,1,0.37
Sword Art Online: Hollow Realization,Role-Playing,PS4,2016,11,0.41
Killing Floor 2,Shooter,PS4,2016,1,0.27
Robinson: The Journey,Action-Adventure,PS4,2016,11,0.27
Just Dance 2017,Music,XOne,2016,10,0.34
Eagle Flight,Adventure,PS4,2016,11,0.2
Rocksmith 2014 Edition Remastered,Music,PS4,2016,10,0.14
Battleborn,Shooter,XOne,2016,5,0.28
Skylanders Imaginators,Platform,XOne,2016,10,0.27
Prototype: Biohazard Bundle,Action,PS4,2016,10,0.17
Dead Island Definitive Collection,Action,PS4,2016,5,0.23
Psycho-Pass: Mandatory Happiness,Visual Novel,PS4,2016,9,0.15
7 Days to Die,Action,PS4,2016,6,0.21
Batman: A Telltale Game Series,Adventure,PS4,2016,9,0.19
Song of the Deep,Action,PS4,2016,7,0.15
Farming Simulator 17,Simulation,XOne,2016,10,0.33
NASCAR Heat Evolution,Racing,PS4,2016,9,0.15
Battlezone,Action,PS4,2016,10,0.16
EA Sports UFC 2,Sports,XOne,2016,3,0.61
NHL 17,Sports,XOne,2016,9,0.6
Dragon Quest Builders: Revive Alefgard,Role-Playing,PS4,2016,10,0.58
Mirror's Edge Catalyst,Platform,PS4,2016,6,0.42
TrackMania Turbo,Racing,PS4,2016,3,0.47
Skylanders Imaginators,Platform,PS4,2016,10,0.43
Homefront: The Revolution,Shooter,PS4,2016,5,0.5
Quantum Break,Action,XOne,2016,4,0.76
Batman: Arkham VR,Action,PS4,2016,10,0.39
