title,genre,console,year,month,total_sales
LEGO The Hobbit,Action-Adventure,XOne,2014,4,0.27
Alien: Isolation,Adventure,XOne,2014,10,0.52
Sniper Elite III,Shooter,XOne,2014,7,0.43
NHL 15,Sports,XOne,2014,9,0.42
Skylanders: Trap Team,Platform,XOne,2014,10,0.45
Transformer: Rise of the Dark Spark,Shooter,PS4,2014,6,0.23
Dynasty Warriors 8: Xtreme Legends,Misc,PS4,2014,3,0.31
Thief,Action,XOne,2014,2,0.48
The Wolf Among Us,Adventure,PS4,2014,11,0.22
EA Sports UFC,Fighting,XOne,2014,6,0.48
NBA Live 15,Sports,PS4,2014,10,0.25
Bound By Flame,Action,PS4,2014,5,0.21
Lego Batman 3: Beyond Gotham,Action,XOne,2014,11,0.44
Just Dance 2015,Music,XOne,2014,10,0.54
WWE 2K15,Sports,XOne,2014,11,0.61
Murdered: Soul Suspect,Action-Adventure,PS4,2014,6,0.33
The Walking Dead: Season Two,Misc,PS4,2014,10,0.3
Kinect Sports Rivals,Sports,XOne,2014,4,0.62
Sherlock Holmes: Crimes & Punishments,Adventure,PS4,2014,9,0.29
Disney Infinity 2.0: Marvel Super Heroes,Action-Adventure,XOne,2014,9,0.55
Rayman Legends,Platform,XOne,2014,2,0.38
Samurai Warriors 4,Fighting,PS4,2014,10,0.25
METRO Redux,Shooter,XOne,2014,8,0.31
MotoGP 14,Racing,PS4,2014,11,0.2
Singstar: Ultimate Party,Music,PS4,2014,10,0.19
The Crew,Racing,XOne,2014,12,0.71
Tomb Raider: Definitive Edition,Action-Adventure,XOne,2014,1,0.66
Plants vs Zombies: Garden Warfare,Shooter,XOne,2014,2,0.71
Wolfenstein: The New Order,Shooter,XOne,2014,5,0.75
The Evil Within,Misc,XOne,2014,10,0.69
The LEGO Movie Videogame,Action-Adventure,XOne,2014,2,0.65
Trials Fusion,Misc,PS4,2014,4,0.43
Just Dance 2015,Music,PS4,2014,10,0.41
Sleeping Dogs: Definitive Edition,Action,PS4,2014,10,0.44
The Walking Dead: A Telltale Games Series,Adventure,PS4,2014,10,0.48
